entity_id,student_activity_code,student_activity_desc,student_particip_desc,activity_office_desc
252148,RHI6,1963-72 I-House Resident,Participated,NULL
252148,RHIH,International House Resident,Participated,NULL
252234,NULL,NULL,NULL,NULL
252240,NULL,NULL,NULL,NULL
252282,AHSS,Honor Students' Society,Participated,NULL
252282,GATO,Alpha Tau Omega Fraternity,Participated,NULL
252315,NULL,NULL,NULL,NULL
252343,RHI7,1973-82 I-House Resident,Participated,NULL
252343,RHIH,International House Resident,Participated,NULL
252370,NULL,NULL,NULL,NULL
252455,GATO,Alpha Tau Omega Fraternity,Participated,NULL
252531,RHI6,1963-72 I-House Resident,Participated,NULL
252531,RHI7,1973-82 I-House Resident,Participated,NULL
252531,RHIH,International House Resident,Participated,NULL
252564,NULL,NULL,NULL,NULL
252576,NULL,NULL,NULL,NULL
252588,NULL,NULL,NULL,NULL
252647,NULL,NULL,NULL,NULL
252692,NULL,NULL,NULL,NULL
252734,NULL,NULL,NULL,NULL
252811,NULL,NULL,NULL,NULL
252945,NULL,NULL,NULL,NULL
252958,NULL,NULL,NULL,NULL
252968,RHI6,1963-72 I-House Resident,Participated,NULL
252968,RHIH,International House Resident,Participated,NULL
252968,RHUV,University (Albany) Village Residnt,Participated,NULL
252980,NULL,NULL,NULL,NULL
252983,SCCC,Cal Corps Friends and Alumni,Participated,NULL
252994,RHI6,1963-72 I-House Resident,Participated,NULL
252994,RHIH,International House Resident,Participated,NULL
253083,GCO,Chi Omega,Participated,NULL
253138,NULL,NULL,NULL,NULL
253193,GATO,Alpha Tau Omega Fraternity,Participated,NULL
253193,MSMB,UC Marching Band Member,Participated,NULL
253310,NULL,NULL,NULL,NULL
253332,NULL,NULL,NULL,NULL
253376,AHSS,Honor Students' Society,Participated,NULL
253376,CLCP,Cal in the Capital Intern,Participated,NULL
253376,RHI7,1973-82 I-House Resident,Participated,NULL
253376,RHIH,International House Resident,Participated,NULL
253377,AHSS,Honor Students' Society,Participated,NULL
253383,AHSS,Honor Students' Society,Participated,NULL
253415,NULL,NULL,NULL,NULL
253513,NULL,NULL,NULL,NULL
253514,NULL,NULL,NULL,NULL
253583,NULL,NULL,NULL,NULL
253608,NULL,NULL,NULL,NULL
253615,NULL,NULL,NULL,NULL
253629,RHUV,University (Albany) Village Residnt,Participated,NULL
253641,NULL,NULL,NULL,NULL
253654,NULL,NULL,NULL,NULL
253665,NULL,NULL,NULL,NULL
253677,NULL,NULL,NULL,NULL
253714,NULL,NULL,NULL,NULL
253733,NULL,NULL,NULL,NULL
253735,NULL,NULL,NULL,NULL
253744,NULL,NULL,NULL,NULL
253765,NULL,NULL,NULL,NULL
253795,NULL,NULL,NULL,NULL
253818,NULL,NULL,NULL,NULL
253825,RHI6,1963-72 I-House Resident,Participated,NULL
253825,RHIH,International House Resident,Participated,NULL
253825,UHGC,Cal Hang Gliding Club,Participated,NULL
253904,NULL,NULL,NULL,NULL
253921,NULL,NULL,NULL,NULL
253949,NULL,NULL,NULL,NULL
253966,NULL,NULL,NULL,NULL
253971,NULL,NULL,NULL,NULL
253991,NULL,NULL,NULL,NULL
254143,NULL,NULL,NULL,NULL
254179,NULL,NULL,NULL,NULL
254261,NULL,NULL,NULL,NULL
254266,NULL,NULL,NULL,NULL
254311,NULL,NULL,NULL,NULL
254391,NULL,NULL,NULL,NULL
254437,NULL,NULL,NULL,NULL
254447,NULL,NULL,NULL,NULL
254525,NULL,NULL,NULL,NULL
254526,NULL,NULL,NULL,NULL
254538,NULL,NULL,NULL,NULL
254541,NULL,NULL,NULL,NULL
254646,NULL,NULL,NULL,NULL
254649,NULL,NULL,NULL,NULL
254652,NULL,NULL,NULL,NULL
254654,TCAF,Air Force ROTC,Participated,NULL
254657,NULL,NULL,NULL,NULL
254667,NULL,NULL,NULL,NULL
254744,NULL,NULL,NULL,NULL
254746,NULL,NULL,NULL,NULL
254799,GTDC,Theta Delta Chi,Participated,NULL
254804,SCCC,Cal Corps Friends and Alumni,Participated,NULL
254812,CLCP,Cal in the Capital Intern,Participated,NULL
254812,GGPB,Gamma Phi Beta,Participated,NULL
254826,NULL,NULL,NULL,NULL
254938,NULL,NULL,NULL,NULL
254969,NULL,NULL,NULL,NULL
254974,NULL,NULL,NULL,NULL
254994,NULL,NULL,NULL,NULL
255001,NULL,NULL,NULL,NULL
255019,RHI4,1946-52 I-House Resident,Participated,NULL
255019,RHI5,1953-62 I-House Resident,Participated,NULL
255019,RHIH,International House Resident,Participated,NULL
255062,RHI7,1973-82 I-House Resident,Participated,NULL
255062,RHIH,International House Resident,Participated,NULL
255149,MSJZ,UC Jazz Ensembles,Participated,NULL
255149,SPRL,UC Rally Committee Alumnus,Participated,NULL
255183,NULL,NULL,NULL,NULL
255199,NULL,NULL,NULL,NULL
255210,GPBP,Pi Beta Phi,Participated,NULL
255365,RHIH,International House Resident,Participated,NULL
255372,NULL,NULL,NULL,NULL
255458,NULL,NULL,NULL,NULL
255471,RHUV,University (Albany) Village Residnt,Participated,NULL
255496,NULL,NULL,NULL,NULL
255604,NULL,NULL,NULL,NULL
255899,RHI6,1963-72 I-House Resident,Participated,NULL
255899,RHIH,International House Resident,Participated,NULL
255933,NULL,NULL,NULL,NULL
255999,NULL,NULL,NULL,NULL
256104,NULL,NULL,NULL,NULL
256107,SCCC,Cal Corps Friends and Alumni,Participated,NULL
256234,RHSH,Stern Hall Resident,Participated,NULL
256271,GSAM,Sigma Alpha Mu,Participated,NULL
256325,NULL,NULL,NULL,NULL
256475,NULL,NULL,NULL,NULL
256538,RHI7,1973-82 I-House Resident,Participated,NULL
256538,RHIH,International House Resident,Participated,NULL
256542,NULL,NULL,NULL,NULL
256580,RHI7,1973-82 I-House Resident,Participated,NULL
256580,RHIH,International House Resident,Participated,NULL
256622,RHI7,1973-82 I-House Resident,Participated,NULL
256622,RHIH,International House Resident,Participated,NULL
256707,NULL,NULL,NULL,NULL
256721,NULL,NULL,NULL,NULL
256743,RHI6,1963-72 I-House Resident,Participated,NULL
256743,RHIH,International House Resident,Participated,NULL
256782,NULL,NULL,NULL,NULL
256841,RHI7,1973-82 I-House Resident,Participated,NULL
256841,RHIH,International House Resident,Participated,NULL
256843,RHI6,1963-72 I-House Resident,Participated,NULL
256843,RHIH,International House Resident,Participated,NULL
256857,RHI6,1963-72 I-House Resident,Participated,NULL
256857,RHI7,1973-82 I-House Resident,Participated,NULL
256857,RHIH,International House Resident,Participated,NULL
256874,NULL,NULL,NULL,NULL
256899,NULL,NULL,NULL,NULL
256970,NULL,NULL,NULL,NULL
257029,NULL,NULL,NULL,NULL
257030,NULL,NULL,NULL,NULL
257064,NULL,NULL,NULL,NULL
257074,NULL,NULL,NULL,NULL
257088,NRFSF,Forestry Summer Field Program,Participated,NULL
257093,NULL,NULL,NULL,NULL
257094,CLRV,California Law Review,Participated,Editor
257148,NULL,NULL,NULL,NULL
257159,NULL,NULL,NULL,NULL
257204,NULL,NULL,NULL,NULL
257256,NULL,NULL,NULL,NULL
257270,NULL,NULL,NULL,NULL
257301,NULL,NULL,NULL,NULL
257313,NULL,NULL,NULL,NULL
257314,NULL,NULL,NULL,NULL
257318,NULL,NULL,NULL,NULL
257380,NULL,NULL,NULL,NULL
257406,NULL,NULL,NULL,NULL
257426,GATO,Alpha Tau Omega Fraternity,Participated,NULL
257443,NULL,NULL,NULL,NULL
257534,NULL,NULL,NULL,NULL
257555,NULL,NULL,NULL,NULL
257647,EAGBR,Education Abroad Program - United Kingdo,Participated,NULL
257655,GKDR,Kappa Delta Rho,Participated,NULL
257659,NULL,NULL,NULL,NULL
257663,RHI6,1963-72 I-House Resident,Participated,NULL
257663,RHIH,International House Resident,Participated,NULL
257754,NULL,NULL,NULL,NULL
257824,NULL,NULL,NULL,NULL
257846,ENCE,American Society Of Civil Engineers,Participated,NULL
257846,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
257846,RHBH,Bowles Hall Resident,Participated,NULL
257861,NULL,NULL,NULL,NULL
257881,GGPB,Gamma Phi Beta,Participated,NULL
257912,NULL,NULL,NULL,NULL
257913,NULL,NULL,NULL,NULL
257943,NULL,NULL,NULL,NULL
258012,NULL,NULL,NULL,NULL
258015,NULL,NULL,NULL,NULL
258016,NULL,NULL,NULL,NULL
258018,NULL,NULL,NULL,NULL
258045,NULL,NULL,NULL,NULL
258051,SFSM,Cal Forensics Society Member,Participated,NULL
258084,MSJZ,UC Jazz Ensembles,Participated,NULL
258090,NULL,NULL,NULL,NULL
258110,RHI6,1963-72 I-House Resident,Participated,NULL
258110,RHIH,International House Resident,Participated,NULL
258180,NULL,NULL,NULL,NULL
258213,NULL,NULL,NULL,NULL
258258,MSCH,UC Choral Ensembles,Participated,NULL
258378,NULL,NULL,NULL,NULL
258406,NULL,NULL,NULL,NULL
258436,RHI7,1973-82 I-House Resident,Participated,NULL
258436,RHIH,International House Resident,Participated,NULL
258469,NULL,NULL,NULL,NULL
258497,NULL,NULL,NULL,NULL
258556,MSOA,Cal Men's Octet Alumni,Participated,NULL
258556,RHUV,University (Albany) Village Residnt,Participated,NULL
258583,AMB,Mortar Board National Honor Society,Participated,NULL
258583,UGSL,General/Other Student Leaders,Participated,NULL
258584,NULL,NULL,NULL,NULL
258597,RHUV,University (Albany) Village Residnt,Participated,NULL
258603,NULL,NULL,NULL,NULL
258614,NULL,NULL,NULL,NULL
258616,NULL,NULL,NULL,NULL
258618,NULL,NULL,NULL,NULL
258621,LWEB,East Bay Community Law Center,Participated,NULL
258622,NULL,NULL,NULL,NULL
258703,NULL,NULL,NULL,NULL
258723,LWEL,Ecology Law Quarterly,Participated,NULL
258723,RHUV,University (Albany) Village Residnt,Participated,NULL
258727,NULL,NULL,NULL,NULL
258728,NULL,NULL,NULL,NULL
258794,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
258833,GBTP,Beta Theta Pi,Participated,NULL
258878,NULL,NULL,NULL,NULL
258945,NULL,NULL,NULL,NULL
259023,GAPS,Alpha Phi Sorority,Participated,NULL
259070,GDDD,Delta Delta Delta,Participated,NULL
259084,NULL,NULL,NULL,NULL
259091,NULL,NULL,NULL,NULL
259099,NULL,NULL,NULL,NULL
259162,NULL,NULL,NULL,NULL
259197,NULL,NULL,NULL,NULL
259281,NULL,NULL,NULL,NULL
259322,NULL,NULL,NULL,NULL
259357,NULL,NULL,NULL,NULL
259371,NULL,NULL,NULL,NULL
259525,NULL,NULL,NULL,NULL
259538,NULL,NULL,NULL,NULL
259555,NULL,NULL,NULL,NULL
259572,NULL,NULL,NULL,NULL
259614,NULL,NULL,NULL,NULL
259635,RHI6,1963-72 I-House Resident,Participated,NULL
259635,RHIH,International House Resident,Participated,NULL
259647,NULL,NULL,NULL,NULL
259661,CLCP,Cal in the Capital Intern,Participated,NULL
259678,NULL,NULL,NULL,NULL
259740,NULL,NULL,NULL,NULL
259772,NULL,NULL,NULL,NULL
259775,NULL,NULL,NULL,NULL
259801,NULL,NULL,NULL,NULL
259809,NULL,NULL,NULL,NULL
259814,NULL,NULL,NULL,NULL
259855,NULL,NULL,NULL,NULL
259893,TCNV,Naval ROTC,Participated,NULL
259895,NULL,NULL,NULL,NULL
260056,NULL,NULL,NULL,NULL
260089,MSCH,UC Choral Ensembles,Participated,NULL
260154,SCCC,Cal Corps Friends and Alumni,Participated,NULL
260278,NULL,NULL,NULL,NULL
260354,RHI7,1973-82 I-House Resident,Participated,NULL
260354,RHIH,International House Resident,Participated,NULL
260361,RHI7,1973-82 I-House Resident,Participated,NULL
260361,RHIH,International House Resident,Participated,NULL
260361,RHUV,University (Albany) Village Residnt,Participated,NULL
260367,RHI7,1973-82 I-House Resident,Participated,NULL
260367,RHIH,International House Resident,Participated,NULL
260393,NULL,NULL,NULL,NULL
260404,NULL,NULL,NULL,NULL
260452,RHIH,International House Resident,Participated,NULL
260508,NULL,NULL,NULL,NULL
260528,NULL,NULL,NULL,NULL
260564,NULL,NULL,NULL,NULL
260675,NULL,NULL,NULL,NULL
260689,NULL,NULL,NULL,NULL
260705,AECP,Experimental College Program,Participated,NULL
260725,NULL,NULL,NULL,NULL
260765,NULL,NULL,NULL,NULL
260814,NULL,NULL,NULL,NULL
260931,NULL,NULL,NULL,NULL
260961,NULL,NULL,NULL,NULL
260986,NULL,NULL,NULL,NULL
261005,NULL,NULL,NULL,NULL
261015,RHUV,University (Albany) Village Residnt,Participated,NULL
261044,NULL,NULL,NULL,NULL
261058,NULL,NULL,NULL,NULL
261067,NULL,NULL,NULL,NULL
261137,GPLP,Pi Lambda Phi,Participated,NULL
261137,SPRL,UC Rally Committee Alumnus,Participated,NULL
261172,NULL,NULL,NULL,NULL
261190,NULL,NULL,NULL,NULL
261214,GSAE,Sigma Alpha Epsilon,Participated,NULL
261243,NULL,NULL,NULL,NULL
261247,NULL,NULL,NULL,NULL
261277,NULL,NULL,NULL,NULL
261283,NULL,NULL,NULL,NULL
261298,AHSS,Honor Students' Society,Participated,NULL
261300,RHI7,1973-82 I-House Resident,Participated,NULL
261300,RHIH,International House Resident,Participated,NULL
261327,NULL,NULL,NULL,NULL
261328,NULL,NULL,NULL,NULL
261356,NULL,NULL,NULL,NULL
261361,GBAP,Beta Alpha Psi Schol Fraternity,Participated,NULL
261365,CLCP,Cal in the Capital Intern,Participated,NULL
261365,GTKF,Tau Kappa Epsilon Fraternity,Participated,NULL
261365,SFSM,Cal Forensics Society Member,Participated,NULL
261380,NULL,NULL,NULL,NULL
261432,NULL,NULL,NULL,NULL
261434,NULL,NULL,NULL,NULL
261453,NULL,NULL,NULL,NULL
261481,NULL,NULL,NULL,NULL
261500,NULL,NULL,NULL,NULL
261501,AALS,Association of American Law Schools,Participated,NULL
261501,CLRV,California Law Review,Participated,Editor
261501,LWEB,East Bay Community Law Center,Participated,NULL
261501,LWEL,Ecology Law Quarterly,Participated,NULL
261501,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
261525,NULL,NULL,NULL,NULL
261584,NULL,NULL,NULL,NULL
261594,NULL,NULL,NULL,NULL
261615,NULL,NULL,NULL,NULL
261658,NULL,NULL,NULL,NULL
261695,NULL,NULL,NULL,NULL
261725,CLSI,Cal in Sacramento Intern,Participated,NULL
261725,UAST,Asian Student Union,Participated,NULL
261746,NULL,NULL,NULL,NULL
261747,NULL,NULL,NULL,NULL
261760,AHSS,Honor Students' Society,Participated,NULL
261763,NULL,NULL,NULL,NULL
261805,MSJZ,UC Jazz Ensembles,Participated,NULL
261805,MSMB,UC Marching Band Member,Participated,NULL
261829,NULL,NULL,NULL,NULL
261834,CLAS,ASUC Officer/Senator,Participated,NULL
261850,NULL,NULL,NULL,NULL
261851,RHI7,1973-82 I-House Resident,Participated,NULL
261851,RHIH,International House Resident,Participated,NULL
261940,NULL,NULL,NULL,NULL
261946,NULL,NULL,NULL,NULL
261957,NULL,NULL,NULL,NULL
261983,NULL,NULL,NULL,NULL
262089,AHSS,Honor Students' Society,Participated,NULL
262096,NULL,NULL,NULL,NULL
262114,NULL,NULL,NULL,NULL
262117,NULL,NULL,NULL,NULL
262145,NULL,NULL,NULL,NULL
262273,SCCC,Cal Corps Friends and Alumni,Participated,NULL
262306,NULL,NULL,NULL,NULL
262324,NULL,NULL,NULL,NULL
262346,NULL,NULL,NULL,NULL
262428,NULL,NULL,NULL,NULL
262435,NULL,NULL,NULL,NULL
262447,CLAS,ASUC Officer/Senator,Participated,NULL
262476,GCS,Chi Psi,Participated,NULL
262476,GICO,Inter-Fraternity Council Officer,Participated,President
262477,NULL,NULL,NULL,NULL
262479,NULL,NULL,NULL,NULL
262502,NULL,NULL,NULL,NULL
262536,SCCC,Cal Corps Friends and Alumni,Participated,NULL
262548,AHSS,Honor Students' Society,Participated,NULL
262555,NULL,NULL,NULL,NULL
262563,RHI7,1973-82 I-House Resident,Participated,NULL
262563,RHIH,International House Resident,Participated,NULL
262597,NULL,NULL,NULL,NULL
262621,NULL,NULL,NULL,NULL
262626,NULL,NULL,NULL,NULL
262642,GDKE,Delta Kappa Epsilon,Participated,NULL
262643,RHI7,1973-82 I-House Resident,Participated,NULL
262643,RHIH,International House Resident,Participated,NULL
262654,NULL,NULL,NULL,NULL
262714,IHRL,Int'l Human Rights Law Clinic,Participated,NULL
262714,LWLR,Berkeley La Raza Law Journal,Participated,NULL
262781,NULL,NULL,NULL,NULL
262827,NULL,NULL,NULL,NULL
262834,NULL,NULL,NULL,NULL
262968,NULL,NULL,NULL,NULL
262974,NULL,NULL,NULL,NULL
263073,UCSO,Christian Science Organization,Participated,NULL
263082,NULL,NULL,NULL,NULL
263184,SCCC,Cal Corps Friends and Alumni,Participated,NULL
263199,NULL,NULL,NULL,NULL
263243,NULL,NULL,NULL,NULL
263256,LRAC,La Raza Alumni Chapter,Participated,NULL
263256,LTAD,Latino Alumni Directory,Participated,NULL
263256,RHUV,University (Albany) Village Residnt,Participated,NULL
263256,SCCC,Cal Corps Friends and Alumni,Participated,NULL
263318,NULL,NULL,NULL,NULL
263319,NULL,NULL,NULL,NULL
263323,NULL,NULL,NULL,NULL
263344,NULL,NULL,NULL,NULL
263350,NULL,NULL,NULL,NULL
263385,CLCP,Cal in the Capital Intern,Participated,NULL
263385,LWEL,Ecology Law Quarterly,Participated,NULL
263386,CLCP,Cal in the Capital Intern,Participated,NULL
263386,LWEB,East Bay Community Law Center,Participated,NULL
263386,LWEM,Berk Jrnl of Employment & Labor Law,Participated,NULL
263389,NULL,NULL,NULL,NULL
263469,GATO,Alpha Tau Omega Fraternity,Participated,NULL
263483,AMB,Mortar Board National Honor Society,Participated,NULL
263483,VCSO,Cal Summer Orientation (CALSO),Participated,Counselor
263493,EAFRA,Education Abroad Program - France,Participated,NULL
263514,GKKG,Kappa Kappa Gamma,Participated,NULL
263556,NULL,NULL,NULL,NULL
263567,NULL,NULL,NULL,NULL
263574,NULL,NULL,NULL,NULL
263625,NULL,NULL,NULL,NULL
263679,NULL,NULL,NULL,NULL
263688,NULL,NULL,NULL,NULL
263692,NULL,NULL,NULL,NULL
263744,NULL,NULL,NULL,NULL
263801,NRFSF,Forestry Summer Field Program,Participated,NULL
263828,SCCC,Cal Corps Friends and Alumni,Participated,NULL
263840,NULL,NULL,NULL,NULL
263862,AHSS,Honor Students' Society,Participated,NULL
263862,CLCP,Cal in the Capital Intern,Participated,NULL
263864,CLCP,Cal in the Capital Intern,Participated,NULL
263864,LRAC,La Raza Alumni Chapter,Participated,NULL
263864,LTAD,Latino Alumni Directory,Participated,NULL
263876,RHI5,1953-62 I-House Resident,Participated,NULL
263876,RHI7,1973-82 I-House Resident,Participated,NULL
263876,RHIH,International House Resident,Participated,NULL
263895,RHUV,University (Albany) Village Residnt,Participated,NULL
263896,AHSS,Honor Students' Society,Participated,NULL
263896,GAOI,Alpha Omicron Pi,Participated,NULL
263899,NULL,NULL,NULL,NULL
263910,AHSS,Honor Students' Society,Participated,NULL
263919,NULL,NULL,NULL,NULL
263920,NULL,NULL,NULL,NULL
263925,NULL,NULL,NULL,NULL
263931,AHSS,Honor Students' Society,Participated,NULL
263931,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
263936,AHSS,Honor Students' Society,Participated,NULL
263944,NULL,NULL,NULL,NULL
263966,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
263971,NULL,NULL,NULL,NULL
264000,NULL,NULL,NULL,NULL
264016,NULL,NULL,NULL,NULL
264037,AHSS,Honor Students' Society,Participated,NULL
264046,NULL,NULL,NULL,NULL
264130,NULL,NULL,NULL,NULL
264168,CLAS,ASUC Officer/Senator,Participated,NULL
264168,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
264179,AHSS,Honor Students' Society,Participated,NULL
264179,BCLT,Berkeley Center for Law and Technology,Participated,NULL
264179,LWEL,Ecology Law Quarterly,Participated,NULL
264187,NULL,NULL,NULL,NULL
264196,NULL,NULL,NULL,NULL
264214,NULL,NULL,NULL,NULL
264234,AHSS,Honor Students' Society,Participated,NULL
264236,NULL,NULL,NULL,NULL
264249,NULL,NULL,NULL,NULL
264277,NULL,NULL,NULL,NULL
264284,NULL,NULL,NULL,NULL
264298,AMB,Mortar Board National Honor Society,Participated,NULL
264340,GGPB,Gamma Phi Beta,Participated,NULL
264421,NULL,NULL,NULL,NULL
264429,NULL,NULL,NULL,NULL
264435,AHSS,Honor Students' Society,Participated,NULL
264443,AHSS,Honor Students' Society,Participated,NULL
264443,GPKT,Phi Kappa Tau,Participated,NULL
264474,NULL,NULL,NULL,NULL
264504,NULL,NULL,NULL,NULL
264516,NULL,NULL,NULL,NULL
264531,NULL,NULL,NULL,NULL
264570,GAPO,Alpha Phi Omega Nat'l Service Frat.,Participated,NULL
264570,SCCC,Cal Corps Friends and Alumni,Participated,NULL
264583,AHSS,Honor Students' Society,Participated,NULL
264583,MSJZ,UC Jazz Ensembles,Participated,NULL
264595,NULL,NULL,NULL,NULL
264604,NULL,NULL,NULL,NULL
264613,NULL,NULL,NULL,NULL
264622,CLCP,Cal in the Capital Intern,Participated,NULL
264623,NULL,NULL,NULL,NULL
264624,LRAC,La Raza Alumni Chapter,Participated,NULL
264624,LTAD,Latino Alumni Directory,Participated,NULL
264624,LWEM,Berk Jrnl of Employment & Labor Law,Participated,NULL
264629,LSPS,Undergraduate Political Science Asn,Participated,NULL
264637,EDCH,Chicano Latina Arch Stdnt Assn,Participated,NULL
264663,CLAS,ASUC Officer/Senator,Participated,NULL
264672,GCH,Chi Phi,Participated,NULL
264682,NULL,NULL,NULL,NULL
264683,GPLP,Pi Lambda Phi,Participated,NULL
264707,NULL,NULL,NULL,NULL
264714,NULL,NULL,NULL,NULL
264726,NULL,NULL,NULL,NULL
264765,NULL,NULL,NULL,NULL
264782,NULL,NULL,NULL,NULL
264784,NULL,NULL,NULL,NULL
264786,NULL,NULL,NULL,NULL
264831,NULL,NULL,NULL,NULL
264836,NULL,NULL,NULL,NULL
264896,NULL,NULL,NULL,NULL
264901,NULL,NULL,NULL,NULL
264912,NULL,NULL,NULL,NULL
264928,NULL,NULL,NULL,NULL
264930,NULL,NULL,NULL,NULL
264949,NULL,NULL,NULL,NULL
264962,NULL,NULL,NULL,NULL
264964,NULL,NULL,NULL,NULL
264965,BCLT,Berkeley Center for Law and Technology,Participated,NULL
264972,NULL,NULL,NULL,NULL
265021,NULL,NULL,NULL,NULL
265110,AHSS,Honor Students' Society,Participated,NULL
265135,AHSS,Honor Students' Society,Participated,NULL
265135,CLCP,Cal in the Capital Intern,Participated,NULL
265229,NULL,NULL,NULL,NULL
265243,GBTP,Beta Theta Pi,Participated,NULL
265244,EAFRA,Education Abroad Program - France,Participated,NULL
265263,NULL,NULL,NULL,NULL
265298,AHSS,Honor Students' Society,Participated,NULL
265298,MSJZ,UC Jazz Ensembles,Participated,NULL
265319,NULL,NULL,NULL,NULL
265335,NULL,NULL,NULL,NULL
265339,NULL,NULL,NULL,NULL
265361,RHUV,University (Albany) Village Residnt,Participated,NULL
265388,NULL,NULL,NULL,NULL
265390,NULL,NULL,NULL,NULL
265411,EAFRA,Education Abroad Program - France,Participated,NULL
265449,NULL,NULL,NULL,NULL
265454,NULL,NULL,NULL,NULL
265458,NULL,NULL,NULL,NULL
265459,NULL,NULL,NULL,NULL
265463,LWEL,Ecology Law Quarterly,Participated,NULL
265467,NULL,NULL,NULL,NULL
265481,NULL,NULL,NULL,NULL
265518,AHSS,Honor Students' Society,Participated,NULL
265519,MSJZ,UC Jazz Ensembles,Participated,NULL
265537,NULL,NULL,NULL,NULL
265576,NULL,NULL,NULL,NULL
265585,NULL,NULL,NULL,NULL
265608,NULL,NULL,NULL,NULL
265620,NULL,NULL,NULL,NULL
265658,NULL,NULL,NULL,NULL
265659,NULL,NULL,NULL,NULL
265708,NULL,NULL,NULL,NULL
265726,NULL,NULL,NULL,NULL
265762,NULL,NULL,NULL,NULL
265846,NULL,NULL,NULL,NULL
265869,NULL,NULL,NULL,NULL
265872,NULL,NULL,NULL,NULL
265893,NULL,NULL,NULL,NULL
265894,NULL,NULL,NULL,NULL
265905,NULL,NULL,NULL,NULL
265913,NULL,NULL,NULL,NULL
265929,GPKT,Phi Kappa Tau,Participated,NULL
265934,AHSS,Honor Students' Society,Participated,NULL
265934,GCE,Chi Epsilon Civil Eng Honor Society,Participated,NULL
265934,MSJZ,UC Jazz Ensembles,Participated,NULL
265934,MSMB,UC Marching Band Member,Participated,NULL
266007,NULL,NULL,NULL,NULL
266040,NULL,NULL,NULL,NULL
266071,NULL,NULL,NULL,NULL
266131,NULL,NULL,NULL,NULL
266144,NULL,NULL,NULL,NULL
266162,NULL,NULL,NULL,NULL
266166,NULL,NULL,NULL,NULL
266218,RHUV,University (Albany) Village Residnt,Participated,NULL
266218,SCCC,Cal Corps Friends and Alumni,Participated,NULL
266267,TCNV,Naval ROTC,Participated,NULL
266292,NULL,NULL,NULL,NULL
266303,NULL,NULL,NULL,NULL
266332,NULL,NULL,NULL,NULL
266334,NULL,NULL,NULL,NULL
266345,NULL,NULL,NULL,NULL
266347,NULL,NULL,NULL,NULL
266348,NULL,NULL,NULL,NULL
266395,NULL,NULL,NULL,NULL
266404,NULL,NULL,NULL,NULL
266423,UGSL,General/Other Student Leaders,Participated,NULL
266438,NULL,NULL,NULL,NULL
266580,ABAE,Int'l Association of Boalt Alumni Europe,Participated,NULL
266580,RHI7,1973-82 I-House Resident,Participated,NULL
266580,RHIH,International House Resident,Participated,NULL
266599,NULL,NULL,NULL,NULL
266645,NULL,NULL,NULL,NULL
266849,NULL,NULL,NULL,NULL
266881,NULL,NULL,NULL,NULL
266889,NULL,NULL,NULL,NULL
266890,NULL,NULL,NULL,NULL
266913,NULL,NULL,NULL,NULL
266947,NULL,NULL,NULL,NULL
266958,NULL,NULL,NULL,NULL
266999,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
267011,NULL,NULL,NULL,NULL
267019,NULL,NULL,NULL,NULL
267024,NULL,NULL,NULL,NULL
267028,LWEM,Berk Jrnl of Employment & Labor Law,Participated,NULL
267057,NULL,NULL,NULL,NULL
267085,GAOI,Alpha Omicron Pi,Participated,NULL
267091,NULL,NULL,NULL,NULL
267094,NULL,NULL,NULL,NULL
267101,NULL,NULL,NULL,NULL
267115,NRFSF,Forestry Summer Field Program,Participated,NULL
267146,AHSS,Honor Students' Society,Participated,NULL
267171,NULL,NULL,NULL,NULL
267209,NULL,NULL,NULL,NULL
267220,SPRL,UC Rally Committee Alumnus,Participated,NULL
267257,NULL,NULL,NULL,NULL
267266,AHSS,Honor Students' Society,Participated,NULL
267266,NRFSF,Forestry Summer Field Program,Participated,NULL
267283,NULL,NULL,NULL,NULL
267342,NULL,NULL,NULL,NULL
267362,NULL,NULL,NULL,NULL
267376,AHSS,Honor Students' Society,Participated,NULL
267376,GGPB,Gamma Phi Beta,Participated,NULL
267387,NULL,NULL,NULL,NULL
267390,NULL,NULL,NULL,NULL
267393,NULL,NULL,NULL,NULL
267449,NULL,NULL,NULL,NULL
267508,GCS,Chi Psi,Participated,NULL
267515,NULL,NULL,NULL,NULL
267642,NULL,NULL,NULL,NULL
267659,AAAD,African American Alumni Directory,Participated,NULL
267659,CLAS,ASUC Officer/Senator,Participated,NULL
267659,LWAF,Law Students of African Descent,Participated,NULL
267660,SCCS,Child Care Student-Parent Alumni,Participated,NULL
267664,NULL,NULL,NULL,NULL
267709,NULL,NULL,NULL,NULL
267769,EAFRA,Education Abroad Program - France,Participated,NULL
267789,NULL,NULL,NULL,NULL
267804,PCBLZ,Peace Corps - Belize,Participated,NULL
267830,NULL,NULL,NULL,NULL
268052,NULL,NULL,NULL,NULL
268069,NULL,NULL,NULL,NULL
268142,NULL,NULL,NULL,NULL
268163,NULL,NULL,NULL,NULL
268170,NULL,NULL,NULL,NULL
268186,NULL,NULL,NULL,NULL
