entity_id,student_activity_code,student_activity_desc,student_particip_desc,activity_office_desc
8752,AECP,Experimental College Program,Participated,NULL
8752,TCAF,Air Force ROTC,Participated,NULL
8754,GACS,Alpha Chi Sigma,Participated,NULL
8754,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
8760,SCCC,Cal Corps Friends and Alumni,Participated,NULL
8760,UGSL,General/Other Student Leaders,Participated,NULL
8761,GACI,Acacia,Participated,NULL
8761,MSMB,UC Marching Band Member,Participated,NULL
8763,NULL,NULL,NULL,NULL
8771,GDDD,Delta Delta Delta,Participated,NULL
8799,NRFSF,Forestry Summer Field Program,Participated,NULL
8803,GPSK,Phi Sigma Kappa Fraternity,Participated,NULL
8823,CLRV,California Law Review,Participated,NULL
8823,GKS,Kappa Sigma,Participated,NULL
8823,RHI5,1953-62 I-House Resident,Participated,NULL
8823,RHIH,International House Resident,Participated,NULL
8862,GPUF,Psi Upsilon Fraternity,Participated,NULL
8876,GTKF,Tau Kappa Epsilon Fraternity,Participated,NULL
8949,GABR,Abracadabra,Participated,NULL
8951,GADI,Alpha Delta Pi,Participated,NULL
8993,NULL,NULL,NULL,NULL
9039,GADI,Alpha Delta Pi,Participated,NULL
9043,GCO,Chi Omega,Participated,NULL
9091,NULL,NULL,NULL,NULL
9093,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
9093,SCCC,Cal Corps Friends and Alumni,Participated,NULL
9100,GADP,Alpha Delta Phi,Participated,NULL
9100,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
9100,UGSL,General/Other Student Leaders,Participated,NULL
9107,GDC,Delta Chi,Participated,NULL
9130,NULL,NULL,NULL,NULL
9134,GPLP,Pi Lambda Phi,Participated,NULL
9153,MSCH,UC Choral Ensembles,Participated,NULL
9153,RHI3,1930-42 I-House Resident,Participated,NULL
9153,RHIH,International House Resident,Participated,NULL
9166,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
9193,GCE,Chi Epsilon Civil Eng Honor Society,Participated,NULL
9193,GLCA,Lambda Chi Alpha Fraternity,Participated,NULL
9193,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
9193,UGSL,General/Other Student Leaders,Participated,NULL
9204,GAPS,Alpha Phi Sorority,Participated,NULL
9268,NULL,NULL,NULL,NULL
9273,NULL,NULL,NULL,NULL
9274,SFSM,Cal Forensics Society Member,Participated,NULL
9302,GPLP,Pi Lambda Phi,Participated,NULL
9302,RHBH,Bowles Hall Resident,Participated,NULL
9329,NULL,NULL,NULL,NULL
9331,GBTP,Beta Theta Pi,Participated,NULL
9331,VCSO,Cal Summer Orientation (CALSO),Participated,Counselor
9353,GPDT,Phi Delta Theta,Participated,NULL
9371,GDUP,Delta Upsilon,Participated,NULL
9406,GPUF,Psi Upsilon Fraternity,Participated,NULL
9407,GTDC,Theta Delta Chi,Participated,NULL
9429,GPGD,Phi Gamma Delta,Participated,NULL
9454,GPLP,Pi Lambda Phi,Participated,NULL
9460,CLCP,Cal in the Capital Intern,Participated,NULL
9460,GPKH,Pi Kappa Phi,Participated,NULL
9470,NULL,NULL,NULL,NULL
9477,GDG,Delta Gamma,Participated,NULL
9480,GKN,Kappa Nu,Participated,NULL
9480,MSMB,UC Marching Band Member,Participated,NULL
9480,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
9480,SCCC,Cal Corps Friends and Alumni,Participated,NULL
9480,SFSM,Cal Forensics Society Member,Participated,NULL
9488,GPGD,Phi Gamma Delta,Participated,NULL
9497,GLCA,Lambda Chi Alpha Fraternity,Participated,NULL
9497,TCNV,Naval ROTC,Participated,NULL
9519,NULL,NULL,NULL,NULL
9534,CLAS,ASUC Officer/Senator,Participated,President
9534,GDTD,Delta Tau Delta,Participated,NULL
9575,GSAE,Sigma Alpha Epsilon,Participated,NULL
9575,RHBH,Bowles Hall Resident,Participated,NULL
9575,VCSO,Cal Summer Orientation (CALSO),Participated,Counselor
9699,GADP,Alpha Delta Phi,Participated,NULL
9699,GICO,Inter-Fraternity Council Officer,Participated,NULL
9699,TCNV,Naval ROTC,Participated,NULL
9732,GAGD,Alpha Gamma Delta,Participated,NULL
9751,GADI,Alpha Delta Pi,Participated,NULL
9763,NULL,NULL,NULL,NULL
9794,GACO,Alpha Chi Omega,Participated,NULL
9834,MSCH,UC Choral Ensembles,Participated,NULL
9834,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
9834,RHSH,Stern Hall Resident,Participated,NULL
9849,NULL,NULL,NULL,NULL
9855,GKAT,Kappa Alpha Theta,Participated,NULL
9885,GSN,Sigma Nu,Participated,NULL
9911,CLCP,Cal in the Capital Intern,Participated,NULL
9911,MSMB,UC Marching Band Member,Participated,NULL
9911,SPRL,UC Rally Committee Alumnus,Participated,NULL
9966,NULL,NULL,NULL,NULL
9993,MSCH,UC Choral Ensembles,Participated,NULL
9996,GPUF,Psi Upsilon Fraternity,Participated,NULL
9996,SCCC,Cal Corps Friends and Alumni,Participated,NULL
10082,MSCH,UC Choral Ensembles,Participated,NULL
10104,SCCC,Cal Corps Friends and Alumni,Participated,NULL
10105,SCCC,Cal Corps Friends and Alumni,Participated,NULL
10110,GSAM,Sigma Alpha Mu,Participated,NULL
10134,NULL,NULL,NULL,NULL
10135,NULL,NULL,NULL,NULL
10158,GKKG,Kappa Kappa Gamma,Participated,NULL
10177,GAPS,Alpha Phi Sorority,Participated,NULL
10181,NULL,NULL,NULL,NULL
10190,NULL,NULL,NULL,NULL
10210,GAPS,Alpha Phi Sorority,Participated,NULL
10210,SPRL,UC Rally Committee Alumnus,Participated,NULL
10244,NULL,NULL,NULL,NULL
10267,NULL,NULL,NULL,NULL
10306,NULL,NULL,NULL,NULL
10311,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
10311,GTC,Theta Chi,Participated,NULL
10362,GPKT,Phi Kappa Tau,Participated,NULL
10362,SCCC,Cal Corps Friends and Alumni,Participated,NULL
10362,SPRL,UC Rally Committee Alumnus,Participated,NULL
10370,GSPE,Sigma Phi Epsilon Fraternity,Participated,NULL
10392,GCS,Chi Psi,Participated,NULL
10399,GAPS,Alpha Phi Sorority,Participated,NULL
10412,GTX,Theta Xi,Participated,NULL
10425,MSCH,UC Choral Ensembles,Participated,NULL
10425,RHSH,Stern Hall Resident,Participated,NULL
10426,NULL,NULL,NULL,NULL
10427,AMB,Mortar Board National Honor Society,Participated,NULL
10427,CLAS,ASUC Officer/Senator,Participated,NULL
10427,SPRL,UC Rally Committee Alumnus,Participated,NULL
10427,SPSG,Cal Dance Team-Songldr/Pom Pon Alum,Participated,NULL
10429,GDC,Delta Chi,Participated,NULL
10429,NRFSF,Forestry Summer Field Program,Participated,NULL
10438,RHBH,Bowles Hall Resident,Participated,NULL
10438,SPRL,UC Rally Committee Alumnus,Participated,NULL
10441,NULL,NULL,NULL,NULL
10449,GPLP,Pi Lambda Phi,Participated,NULL
10500,NULL,NULL,NULL,NULL
10515,GZBT,Zeta Beta Tau,Participated,NULL
10515,RHI5,1953-62 I-House Resident,Participated,NULL
10515,RHIH,International House Resident,Participated,NULL
10526,AALS,Association of American Law Schools,Participated,NULL
10526,AHSS,Honor Students' Society,Participated,NULL
10526,CLRV,California Law Review,Participated,Editor
10526,UGSL,General/Other Student Leaders,Participated,NULL
10538,GKAT,Kappa Alpha Theta,Participated,NULL
10555,RHI6,1963-72 I-House Resident,Participated,NULL
10555,RHIH,International House Resident,Participated,NULL
10579,GGPB,Gamma Phi Beta,Participated,NULL
10606,GDSP,Delta Sigma Phi,Participated,NULL
10618,NULL,NULL,NULL,NULL
10631,RHI4,1946-52 I-House Resident,Participated,NULL
10631,RHI6,1963-72 I-House Resident,Participated,NULL
10631,RHIH,International House Resident,Participated,NULL
10652,GBTP,Beta Theta Pi,Participated,NULL
10681,GACS,Alpha Chi Sigma,Participated,NULL
10681,GLCA,Lambda Chi Alpha Fraternity,Participated,NULL
10681,RHUV,University (Albany) Village Residnt,Participated,NULL
10693,RHUV,University (Albany) Village Residnt,Participated,NULL
10700,GDSP,Delta Sigma Phi,Participated,NULL
10700,MSMB,UC Marching Band Member,Participated,NULL
10797,GPLP,Pi Lambda Phi,Participated,NULL
10797,SFSM,Cal Forensics Society Member,Participated,NULL
10800,BCLT,Berkeley Center for Law and Technology,Participated,NULL
10800,CLRV,California Law Review,Participated,NULL
10800,GTC,Theta Chi,Participated,NULL
10813,GCH,Chi Phi,Participated,NULL
10827,GAGD,Alpha Gamma Delta,Participated,NULL
10845,CLAS,ASUC Officer/Senator,Participated,NULL
10845,SCCC,Cal Corps Friends and Alumni,Participated,NULL
10860,NULL,NULL,NULL,NULL
10863,NULL,NULL,NULL,NULL
10864,GDDD,Delta Delta Delta,Participated,NULL
10893,NULL,NULL,NULL,NULL
10901,NULL,NULL,NULL,NULL
10946,NULL,NULL,NULL,NULL
10965,GKAT,Kappa Alpha Theta,Participated,NULL
10972,RHUV,University (Albany) Village Residnt,Participated,NULL
10974,NULL,NULL,NULL,NULL
11016,AMB,Mortar Board National Honor Society,Participated,NULL
11017,AHSS,Honor Students' Society,Participated,NULL
11017,UGSL,General/Other Student Leaders,Participated,NULL
11024,GPM,Phi Mu,Participated,NULL
11033,GPM,Phi Mu,Participated,NULL
11033,UBCR,Berkeley College Republicans,Participated,NULL
11034,GCE,Chi Epsilon Civil Eng Honor Society,Participated,NULL
11034,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
11034,GTC,Theta Chi,Participated,NULL
11062,GZBT,Zeta Beta Tau,Participated,NULL
11062,SCCC,Cal Corps Friends and Alumni,Participated,NULL
11062,UGSL,General/Other Student Leaders,Participated,NULL
11096,GCO,Chi Omega,Participated,NULL
11103,GCS,Chi Psi,Participated,NULL
11108,UCJA,Chun Jin Ahn,Participated,NULL
11171,GAOI,Alpha Omicron Pi,Participated,NULL
11192,GDTD,Delta Tau Delta,Participated,NULL
11206,GDDD,Delta Delta Delta,Participated,NULL
11257,GADI,Alpha Delta Pi,Participated,NULL
11257,SPRL,UC Rally Committee Alumnus,Participated,NULL
11305,RHUV,University (Albany) Village Residnt,Participated,NULL
11305,UAIE,AIESEC,Participated,NULL
11310,SCCC,Cal Corps Friends and Alumni,Participated,NULL
11323,GGPB,Gamma Phi Beta,Participated,NULL
11329,UHGC,Cal Hang Gliding Club,Participated,NULL
11340,CHFR,Free Radicals: Chemists For Peace,Participated,NULL
11340,SCCC,Cal Corps Friends and Alumni,Participated,NULL
11347,NULL,NULL,NULL,NULL
11353,NULL,NULL,NULL,NULL
11379,SPRL,UC Rally Committee Alumnus,Participated,NULL
11401,GSPE,Sigma Phi Epsilon Fraternity,Participated,NULL
11406,NULL,NULL,NULL,NULL
11408,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
11419,NULL,NULL,NULL,NULL
11423,GPUF,Psi Upsilon Fraternity,Participated,NULL
11425,GBTP,Beta Theta Pi,Participated,NULL
11425,RHBH,Bowles Hall Resident,Participated,NULL
11425,SCCC,Cal Corps Friends and Alumni,Participated,NULL
11431,NULL,NULL,NULL,NULL
11444,LWEB,East Bay Community Law Center,Participated,NULL
11447,GTDC,Theta Delta Chi,Participated,NULL
11501,AHSS,Honor Students' Society,Participated,NULL
11501,UGSL,General/Other Student Leaders,Participated,NULL
11512,RHI6,1963-72 I-House Resident,Participated,NULL
11512,RHIH,International House Resident,Participated,NULL
11535,NULL,NULL,NULL,NULL
11540,CLCP,Cal in the Capital Intern,Participated,NULL
11540,GKKG,Kappa Kappa Gamma,Participated,NULL
11540,SPCS,UC Card Stunt Alumni 1953-69,Participated,NULL
11563,NULL,NULL,NULL,NULL
11567,NULL,NULL,NULL,NULL
11569,GBTP,Beta Theta Pi,Participated,NULL
11569,NRFSF,Forestry Summer Field Program,Participated,NULL
11570,NULL,NULL,NULL,NULL
11579,GSAM,Sigma Alpha Mu,Participated,NULL
11581,GPGD,Phi Gamma Delta,Participated,NULL
11594,GSN,Sigma Nu,Participated,NULL
11615,GPUF,Psi Upsilon Fraternity,Participated,NULL
11623,NULL,NULL,NULL,NULL
11627,GAEH,Alpha Epsilon Phi,Participated,NULL
11628,GPUF,Psi Upsilon Fraternity,Participated,NULL
11628,SPSA,Cal Spirit Alumni,Participated,NULL
11628,TCNV,Naval ROTC,Participated,NULL
11638,GCH,Chi Phi,Participated,NULL
11701,NULL,NULL,NULL,NULL
11754,CFSJ,Center for Social Justice,Participated,NULL
11754,SCCC,Cal Corps Friends and Alumni,Participated,NULL
11761,GDKE,Delta Kappa Epsilon,Participated,NULL
11763,NULL,NULL,NULL,NULL
11805,NULL,NULL,NULL,NULL
11816,BCLT,Berkeley Center for Law and Technology,Participated,NULL
11832,GSN,Sigma Nu,Participated,NULL
11840,CLRV,California Law Review,Participated,NULL
11841,LWEB,East Bay Community Law Center,Participated,NULL
11847,GBTP,Beta Theta Pi,Participated,NULL
11886,NULL,NULL,NULL,NULL
11899,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
11981,CLRV,California Law Review,Participated,Editor
11986,CLRV,California Law Review,Participated,NULL
11986,RHUV,University (Albany) Village Residnt,Participated,NULL
11999,NULL,NULL,NULL,NULL
12006,NULL,NULL,NULL,NULL
12040,AALS,Association of American Law Schools,Participated,NULL
12040,CLRV,California Law Review,Participated,NULL
12045,ABAE,Int'l Association of Boalt Alumni Europe,Participated,NULL
12045,BCLT,Berkeley Center for Law and Technology,Participated,NULL
12061,CFSJ,Center for Social Justice,Participated,NULL
12061,CLRV,California Law Review,Participated,NULL
12069,GAOI,Alpha Omicron Pi,Participated,NULL
12081,NULL,NULL,NULL,NULL
12086,NULL,NULL,NULL,NULL
12090,NULL,NULL,NULL,NULL
12111,GKKG,Kappa Kappa Gamma,Participated,NULL
12112,NULL,NULL,NULL,NULL
12122,NULL,NULL,NULL,NULL
12139,GPUF,Psi Upsilon Fraternity,Participated,NULL
12146,GDTD,Delta Tau Delta,Participated,NULL
12160,NULL,NULL,NULL,NULL
12177,NULL,NULL,NULL,NULL
12190,GPKS,Phi Kappa Sigma,Participated,NULL
12202,NULL,NULL,NULL,NULL
12215,SCCC,Cal Corps Friends and Alumni,Participated,NULL
12216,GACO,Alpha Chi Omega,Participated,NULL
12222,NULL,NULL,NULL,NULL
12223,GPKP,Phi Kappa Psi,Participated,NULL
12227,GAPS,Alpha Phi Sorority,Participated,NULL
12229,AHSS,Honor Students' Society,Participated,NULL
12247,CLAS,ASUC Officer/Senator,Participated,NULL
12247,GADI,Alpha Delta Pi,Participated,NULL
12247,SPSG,Cal Dance Team-Songldr/Pom Pon Alum,Participated,NULL
12250,NULL,NULL,NULL,NULL
12264,GSCF,Sigma Chi Fraternity,Participated,NULL
12277,NULL,NULL,NULL,NULL
12291,GDUP,Delta Upsilon,Participated,NULL
12298,GSAE,Sigma Alpha Epsilon,Participated,NULL
12314,GAOI,Alpha Omicron Pi,Participated,NULL
12323,GAPS,Alpha Phi Sorority,Participated,NULL
12374,EASWE,Education Abroad Program - Sweden,Participated,NULL
12374,GDDD,Delta Delta Delta,Participated,NULL
12380,GSAM,Sigma Alpha Mu,Participated,NULL
12396,NULL,NULL,NULL,NULL
12402,GPGD,Phi Gamma Delta,Participated,NULL
12404,CLCP,Cal in the Capital Intern,Participated,NULL
12404,GDUP,Delta Upsilon,Participated,NULL
12414,NULL,NULL,NULL,NULL
12432,NULL,NULL,NULL,NULL
12433,GPBP,Pi Beta Phi,Participated,President
12433,SPRL,UC Rally Committee Alumnus,Participated,NULL
12467,NULL,NULL,NULL,NULL
12488,AHSS,Honor Students' Society,Participated,NULL
12498,GPKA,Pi Kappa Alpha Fraternity,Participated,NULL
12518,AMB,Mortar Board National Honor Society,Participated,NULL
12518,CLCP,Cal in the Capital Intern,Participated,NULL
12518,GAPS,Alpha Phi Sorority,Participated,NULL
12521,AHSS,Honor Students' Society,Participated,NULL
12521,GTKF,Tau Kappa Epsilon Fraternity,Participated,NULL
12526,NULL,NULL,NULL,NULL
12529,GPBP,Pi Beta Phi,Participated,NULL
12546,NULL,NULL,NULL,NULL
12547,RHBH,Bowles Hall Resident,Participated,NULL
12561,GADI,Alpha Delta Pi,Participated,NULL
12582,AHSS,Honor Students' Society,Participated,NULL
12582,GKKG,Kappa Kappa Gamma,Participated,NULL
12586,GKA,Kappa Alpha,Participated,NULL
12608,SCCC,Cal Corps Friends and Alumni,Participated,NULL
12619,NULL,NULL,NULL,NULL
12621,CLRV,California Law Review,Participated,Editor
12633,NULL,NULL,NULL,NULL
12716,UBCR,Berkeley College Republicans,Participated,NULL
12734,NULL,NULL,NULL,NULL
12753,NULL,NULL,NULL,NULL
12757,NULL,NULL,NULL,NULL
12762,GPUF,Psi Upsilon Fraternity,Participated,NULL
12778,NULL,NULL,NULL,NULL
12779,AHSS,Honor Students' Society,Participated,NULL
12779,GDSP,Delta Sigma Phi,Participated,NULL
12793,NULL,NULL,NULL,NULL
12802,GKS,Kappa Sigma,Participated,NULL
12803,GPLP,Pi Lambda Phi,Participated,NULL
12812,NULL,NULL,NULL,NULL
12813,GBTP,Beta Theta Pi,Participated,NULL
12816,NULL,NULL,NULL,NULL
12831,NULL,NULL,NULL,NULL
12834,NULL,NULL,NULL,NULL
12838,GLCA,Lambda Chi Alpha Fraternity,Participated,NULL
12862,NULL,NULL,NULL,NULL
12915,NULL,NULL,NULL,NULL
12936,GATO,Alpha Tau Omega Fraternity,Participated,NULL
12964,NULL,NULL,NULL,NULL
13006,NULL,NULL,NULL,NULL
13090,AMB,Mortar Board National Honor Society,Participated,NULL
13090,CLCP,Cal in the Capital Intern,Participated,NULL
13090,GDG,Delta Gamma,Participated,NULL
13092,SPRL,UC Rally Committee Alumnus,Participated,NULL
13095,NULL,NULL,NULL,NULL
13124,SPSA,Cal Spirit Alumni,Participated,NULL
13137,GKS,Kappa Sigma,Participated,NULL
13188,GCO,Chi Omega,Participated,NULL
13210,NULL,NULL,NULL,NULL
13216,GDG,Delta Gamma,Participated,NULL
13222,GZP,Zeta Psi,Participated,NULL
13238,GPAP,Pi Alpha Phi,Participated,NULL
13242,NULL,NULL,NULL,NULL
13249,GSPE,Sigma Phi Epsilon Fraternity,Participated,NULL
13251,CHFR,Free Radicals: Chemists For Peace,Participated,NULL
13251,RHUV,University (Albany) Village Residnt,Participated,NULL
13257,CLRV,California Law Review,Participated,Editor
13257,RHI6,1963-72 I-House Resident,Participated,NULL
13257,RHIH,International House Resident,Participated,NULL
13257,RHUV,University (Albany) Village Residnt,Participated,NULL
13264,GDG,Delta Gamma,Participated,NULL
13289,NULL,NULL,NULL,NULL
13292,GKS,Kappa Sigma,Participated,NULL
13295,NULL,NULL,NULL,NULL
13307,NULL,NULL,NULL,NULL
13324,GZBT,Zeta Beta Tau,Participated,NULL
13345,GPLP,Pi Lambda Phi,Participated,NULL
13347,SCCC,Cal Corps Friends and Alumni,Participated,NULL
13360,NULL,NULL,NULL,NULL
13362,GAOI,Alpha Omicron Pi,Participated,NULL
13363,NULL,NULL,NULL,NULL
13365,CFSJ,Center for Social Justice,Participated,NULL
13365,CLCP,Cal in the Capital Intern,Participated,NULL
13365,LWEL,Ecology Law Quarterly,Participated,NULL
13365,VCSO,Cal Summer Orientation (CALSO),Participated,Counselor
13366,GSCF,Sigma Chi Fraternity,Participated,NULL
13366,SPSA,Cal Spirit Alumni,Participated,NULL
13373,AAAD,African American Alumni Directory,Participated,NULL
13373,LWAA,Berk Jrnl African-American Law & Policy,Participated,NULL
13373,LWAF,Law Students of African Descent,Participated,NULL
13374,NULL,NULL,NULL,NULL
13378,RHUV,University (Albany) Village Residnt,Participated,NULL
13380,NULL,NULL,NULL,NULL
13384,NULL,NULL,NULL,NULL
13385,GBTP,Beta Theta Pi,Participated,NULL
13416,NULL,NULL,NULL,NULL
13419,NULL,NULL,NULL,NULL
13459,AMB,Mortar Board National Honor Society,Participated,NULL
13464,NULL,NULL,NULL,NULL
13470,GGPB,Gamma Phi Beta,Participated,NULL
13480,NULL,NULL,NULL,NULL
13481,NULL,NULL,NULL,NULL
13491,NULL,NULL,NULL,NULL
13513,GCE,Chi Epsilon Civil Eng Honor Society,Participated,NULL
13525,GZBT,Zeta Beta Tau,Participated,NULL
13525,RHBH,Bowles Hall Resident,Participated,NULL
13525,SPRL,UC Rally Committee Alumnus,Participated,NULL
13655,NULL,NULL,NULL,NULL
13659,GDTD,Delta Tau Delta,Participated,NULL
13664,NULL,NULL,NULL,NULL
13665,NULL,NULL,NULL,NULL
13684,NULL,NULL,NULL,NULL
13687,GSK,Sigma Kappa,Participated,NULL
13693,GBTP,Beta Theta Pi,Participated,NULL
13693,VCSO,Cal Summer Orientation (CALSO),Participated,Counselor
13695,CLCP,Cal in the Capital Intern,Participated,NULL
13695,GKKG,Kappa Kappa Gamma,Participated,NULL
13703,GACO,Alpha Chi Omega,Participated,NULL
13745,GBTP,Beta Theta Pi,Participated,NULL
13752,NULL,NULL,NULL,NULL
13757,NULL,NULL,NULL,NULL
13793,SCCC,Cal Corps Friends and Alumni,Participated,NULL
13799,CLCP,Cal in the Capital Intern,Participated,NULL
13799,CLSI,Cal in Sacramento Intern,Participated,NULL
13799,RHIH,International House Resident,Participated,NULL
13799,SPRL,UC Rally Committee Alumnus,Participated,NULL
13799,SPSA,Cal Spirit Alumni,Participated,NULL
13800,CLCP,Cal in the Capital Intern,Participated,NULL
13804,GAOI,Alpha Omicron Pi,Participated,NULL
13808,GDTD,Delta Tau Delta,Participated,NULL
13816,RHI6,1963-72 I-House Resident,Participated,NULL
13816,RHIH,International House Resident,Participated,NULL
13823,CLCP,Cal in the Capital Intern,Participated,NULL
13845,NULL,NULL,NULL,NULL
13853,NULL,NULL,NULL,NULL
13854,NULL,NULL,NULL,NULL
13861,NULL,NULL,NULL,NULL
13867,GTDC,Theta Delta Chi,Participated,NULL
13874,SCCC,Cal Corps Friends and Alumni,Participated,NULL
13876,NULL,NULL,NULL,NULL
13883,NULL,NULL,NULL,NULL
13885,GKKG,Kappa Kappa Gamma,Participated,NULL
13899,GSCF,Sigma Chi Fraternity,Participated,NULL
13920,NULL,NULL,NULL,NULL
