entity_id,affil_code,affil_code_desc,affil_level_code_desc,affil_status_desc
2616,CAFCA,Friends of CAA,Friend,Current
2642,CAFCA,Friends of CAA,Friend,Current
2642,V4,Junior League of San Francisco,Member,Current
2653,CAFCA,Friends of CAA,Friend,Current
2653,OC1,Order of the Golden Bear,Member,Current
2653,RC33,CAA Daily Cal Alumni,Member,Current
2653,X4,Los Angeles Luncheon Club,Member,Current
2657,CAFCA,Friends of CAA,Friend,Current
2685,CAFCA,Friends of CAA,Friend,Current
2694,ATFAT,Friends of Athletics,Friend,Current
2694,CAFCA,Friends of CAA,Friend,Current
2694,MA3,Cal Advocate,Advocate,Current
2705,CAFCA,Friends of CAA,Friend,Current
2705,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
2705,OC6,CAA Prytanean Alumnae,Member,Current
2705,RC10,CAA Orange County Cal Alumni Club,Member,Former
2740,BCLB,Berkeley Center for Law & Business,Friend,Current
2740,CAFCA,Friends of CAA,Friend,Current
2740,LWRV,Law Reunion Volunteer,Volunteer,Former
2740,MA3,Cal Advocate,Advocate,Current
2740,MS2,Friends of Haas Business School,Friend,Current
2740,UCFCP,Faculty Club Prospect,Member,Current
2748,CAFCA,Friends of CAA,Friend,Current
2748,CAFPC,CAA Friends of Pinecrest,Friend,Current
2748,CALDC,CAA Leadership Award Scholarship Chair,Volunteer,Former
2748,LWRV,Law Reunion Volunteer,Volunteer,Former
2748,MA12,CAA Lair of the Golden Bear Camper,Member,Current
2748,MA12,CAA Lair of the Golden Bear Camper,Member,Former
2748,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
2748,MA3,Cal Advocate,Advocate,Current
2748,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
2748,OC1,Order of the Golden Bear,Member,Current
2748,RC19,CAA Cal Alumni Club of Puget Sound,Member,Current
2748,UBIW,Benjamin Ide Wheeler Society,Member,Current
2748,URCR,@Cal Registrant,Member,Current
2758,CAFCA,Friends of CAA,Friend,Current
2758,MA12,CAA Lair of the Golden Bear Camper,Member,Current
2758,MA12,CAA Lair of the Golden Bear Camper,Member,Former
2775,ATFAT,Friends of Athletics,Friend,Current
2775,CAFCA,Friends of CAA,Friend,Current
2775,MA3,Cal Advocate,Advocate,Former
2775,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
2775,OC6,CAA Prytanean Alumnae,Member,Current
2791,ATFAT,Friends of Athletics,Friend,Current
2791,RC19,CAA Cal Alumni Club of Puget Sound,Member,Current
2810,CAFCA,Friends of CAA,Friend,Current
2820,CACSP,CAA The Berkeley Network,Member,Current
2820,CAFPC,CAA Friends of Pinecrest,Friend,Current
2820,MA12,CAA Lair of the Golden Bear Camper,Member,Current
2820,MA12,CAA Lair of the Golden Bear Camper,Member,Former
2820,MA3,Cal Advocate,Advocate,Current
2820,URCR,@Cal Registrant,Member,Current
2842,CAFCA,Friends of CAA,Friend,Current
2842,MA3,Cal Advocate,Advocate,Current
2842,MB7,Friends of Cal Golf,Member,Current
2899,ATFAT,Friends of Athletics,Friend,Current
2899,BAMFR,Followers of BAM/PFA,Member,Current
2899,CAFCA,Friends of CAA,Friend,Current
2899,LWFLS,Friends of Law School,Friend,Current
2899,RC64,CAA Berkeley-Oakland-Piedmont Alumni Clu,Member,Current
2899,URCR,@Cal Registrant,Member,Current
2911,CAFCA,Friends of CAA,Friend,Current
2911,MA3,Cal Advocate,Advocate,Current
2911,MA4,CAA UCB Engineering Alumni Society,Member,Former
2917,BCLB,Berkeley Center for Law & Business,Friend,Current
2917,CAFCA,Friends of CAA,Friend,Current
2917,CHECU,Chemistry Cupola Era,Member,Current
2917,RC74,CAA Cal Alumni Club of Fresno,Member,Current
2932,ATFAT,Friends of Athletics,Friend,Current
2932,CAFCA,Friends of CAA,Friend,Current
2932,RC10,CAA Orange County Cal Alumni Club,Member,Former
2932,UBIW,Benjamin Ide Wheeler Society,Member,Current
3025,CAFCA,Friends of CAA,Friend,Current
3025,MA12,CAA Lair of the Golden Bear Camper,Member,Former
3025,MA9,*CAA Legislative Relations-Defunct,Member,Former
3025,OC1,Order of the Golden Bear,Member,Current
3025,RC33,CAA Daily Cal Alumni,Member,Former
3025,S45,Olympic Club,Member,Current
3025,V6,Guardsmen - San Francisco,Member,Current
3025,X11,Daily Cal Staff Alumni,Staff,Current
3025,X3,San Francisco Luncheon Club,Member,Current
3050,MA3,Cal Advocate,Advocate,Current
3050,MM3,Pacific Film Archive Mbrs & Friends,Member,Former
3050,MPM1,Friends of Paleontology Museum,Friend,Current
3050,X6,San Francisco Grid Club,Member,Former
3059,NULL,NULL,NULL,NULL
3069,ATFAT,Friends of Athletics,Friend,Current
3069,MA12,CAA Lair of the Golden Bear Camper,Member,Former
3069,MA3,Cal Advocate,Advocate,Current
3069,RC36,CAA Gold Country Chapter,Member,Current
3069,URCR,@Cal Registrant,Member,Current
3113,NULL,NULL,NULL,NULL
3119,BLPIL,Berkeley Law Partners in Leadership,Member,Current
3119,BLPIL,Berkeley Law Partners in Leadership,Member,Former
3119,CAFCA,Friends of CAA,Friend,Current
3119,GPSP,Gift Planning Stewardship Program,Member,Anonymous
3119,LWLC,Legal Clerkship,Affiliate,Former
3119,MA3,Cal Advocate,Advocate,Current
3119,RC62,CAA Cal Alumni Club of Washington DC,Member,Current
3119,UBIW,Benjamin Ide Wheeler Society,Member,Anonymous
3119,UO3,*UCBF Delegate,Designate,Former
3121,ATFAT,Friends of Athletics,Friend,Current
3121,CAFCA,Friends of CAA,Friend,Current
3151,NULL,NULL,NULL,NULL
3162,ATFAT,Friends of Athletics,Friend,Current
3162,CAFCA,Friends of CAA,Friend,Current
3162,RC45,CAA Lake Tahoe Alumni Club,Member,Current
3162,RC99,CAA Solano Cal Alumni,Member,Current
3162,URCR,@Cal Registrant,Member,Current
3177,ATFAT,Friends of Athletics,Friend,Current
3177,CAFCA,Friends of CAA,Friend,Current
3186,CAFCA,Friends of CAA,Friend,Current
3186,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
3186,RC18,CAA Cal Alumni Los Angeles Chapter,Member,Former
3186,RC9,*CAA Club Presidents,Past President,Former
3196,ATFAT,Friends of Athletics,Friend,Current
3196,CAFCA,Friends of CAA,Friend,Current
3196,MB3,Big C Society,Member,Current
3196,S41,Diablo Country Club,Member,Current
3196,V2,Junior League of Oakland/East Bay,Associate Member,Current
3196,X3,San Francisco Luncheon Club,Member,Current
3233,ATFAT,Friends of Athletics,Friend,Current
3233,MA3,Cal Advocate,Advocate,Former
3284,ATFAT,Friends of Athletics,Friend,Current
3284,CAFCA,Friends of CAA,Friend,Current
3284,MU1,*Haas Cal Business Alumni Member,Member,Former
3284,RC32,CAA Cal Spirit Alumni Club,Member,Current
3284,RC33,CAA Daily Cal Alumni,Member,Current
3284,RC6,CAA Chinese Chapter,Member,Current
3284,RC8,CAA CA Alumni Club of the Peninsula,Member,Current
3327,CAFCA,Friends of CAA,Friend,Current
3327,RC49,CAA UC Berkeley Alumni Club of Georgia,Member,Current
3344,ATFAT,Friends of Athletics,Friend,Current
3344,MB10,CAA Pappy's Boys,Member,Current
3344,MB3,Big C Society,Member,Current
3349,ATFAT,Friends of Athletics,Friend,Current
3349,CAFCA,Friends of CAA,Friend,Current
3349,CAFPC,CAA Friends of Pinecrest,Member,Current
3349,MA12,CAA Lair of the Golden Bear Camper,Member,Current
3349,MU1,*Haas Cal Business Alumni Member,Member,Former
3365,BCLB,Berkeley Center for Law & Business,Friend,Current
3383,ATFAT,Friends of Athletics,Friend,Current
3383,MA3,Cal Advocate,Advocate,Current
3383,RC65,CAA Cal Alumni Club of Rossmoor,Member,Current
3383,RC80,CAA Lamorinda Golden Bears,Member,Current
3383,S29,Richmond Country Club,Member,Current
3383,S32,Orinda Country Club,Member,Current
3386,ATFAT,Friends of Athletics,Friend,Current
3386,CAFCA,Friends of CAA,Friend,Current
3386,MB3,Big C Society,Member,Current
3386,MB9,Friends of Cal Soccer,Member,Current
3452,CAFCA,Friends of CAA,Friend,Current
3452,X3,San Francisco Luncheon Club,Member,Current
3495,BAMFR,Followers of BAM/PFA,Member,Current
3495,CAFCA,Friends of CAA,Friend,Current
3495,JLFJI,Jewish Law & Israel Studies Inst,Friend,Current
3528,CAFCA,Friends of CAA,Friend,Current
3535,BCLB,Berkeley Center for Law & Business,Friend,Current
3535,CAFCA,Friends of CAA,Friend,Current
3535,MA3,Cal Advocate,Advocate,Current
3535,RC92,CAA Cal Alumni Club of Sacramento,Member,Current
3541,ATFAT,Friends of Athletics,Friend,Current
3541,CAFCA,Friends of CAA,Friend,Current
3541,CAFPC,CAA Friends of Pinecrest,Member,Current
3541,JLFJI,Jewish Law & Israel Studies Inst,Friend,Current
3541,MA12,CAA Lair of the Golden Bear Camper,Member,Current
3541,MA12,CAA Lair of the Golden Bear Camper,Member,Former
3541,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
3541,MA20,*CAA Lair of the Bear Campaign Volunteer,Member,Current
3541,MA3,Cal Advocate,Advocate,Current
3541,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
3541,ML2,Magnes Collection Constituent,Patron,Current
3541,RC70,CAA Marin County Alumni Club,Member,Current
3546,ATFAT,Friends of Athletics,Friend,Current
3546,S24,Sequoyah Country Club,Member,Current
3569,CAFCA,Friends of CAA,Friend,Current
3569,X4,Los Angeles Luncheon Club,Member,Current
3570,BCLB,Berkeley Center for Law & Business,Friend,Current
3570,CAFCA,Friends of CAA,Friend,Current
3570,MA3,Cal Advocate,Advocate,Current
3570,MC2,Cal Performances Patrons,Patron,Former
3603,ATFAT,Friends of Athletics,Friend,Current
3603,CAFCA,Friends of CAA,Friend,Current
3603,MB10,CAA Pappy's Boys,Member,Current
3603,MB3,Big C Society,Member,Current
3603,S11,Del Paso Country Club,Member,Current
3627,CAFCA,Friends of CAA,Friend,Current
3627,TLOLI,Osher Lifelong Learning Institute,Member,Former
3642,CHECU,Chemistry Cupola Era,Member,Current
3642,RD2,Chemistry Alumni Association,Member,Current
3678,ATFAT,Friends of Athletics,Friend,Current
3678,CAFCA,Friends of CAA,Friend,Current
3678,MA12,CAA Lair of the Golden Bear Camper,Member,Former
3678,MB3,Big C Society,Member,Current
3678,RC7,CAA South Bay Cal Alumni Club,Member,Current
3730,CAFCA,Friends of CAA,Friend,Current
3730,MA12,CAA Lair of the Golden Bear Camper,Member,Former
3730,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
3730,RC25,CAA Cal Alumni Club of Hawaii,Member,Former
3734,CAFCA,Friends of CAA,Friend,Current
3734,MA3,Cal Advocate,Advocate,Current
3734,OC6,CAA Prytanean Alumnae,Member,Current
3734,RC70,CAA Marin County Alumni Club,Member,Current
3777,CAFCA,Friends of CAA,Friend,Current
3785,CAFCA,Friends of CAA,Friend,Current
3785,MB9,Friends of Cal Soccer,Member,Current
3793,CAFCA,Friends of CAA,Friend,Current
3793,RC70,CAA Marin County Alumni Club,Member,Current
3793,UBIW,Benjamin Ide Wheeler Society,Member,Current
3798,CAFCA,Friends of CAA,Friend,Current
3798,LWRV,Law Reunion Volunteer,Volunteer,Former
3798,MA3,Cal Advocate,Advocate,Current
3798,OC1,Order of the Golden Bear,Member,Current
3798,RC32,CAA Cal Spirit Alumni Club,Member,Current
3857,CAFCA,Friends of CAA,Friend,Current
3857,CHECU,Chemistry Cupola Era,Member,Current
3923,ATFAT,Friends of Athletics,Friend,Current
3923,BAMFR,Followers of BAM/PFA,Member,Current
3923,BCLB,Berkeley Center for Law & Business,Friend,Current
3923,BLDR,Builders of Berkeley,Couple,Current
3923,BUA3,Haas Ctr/Real Estate & Urban Ecn (CREUE),Executive Officer,Current
3923,CAFCA,Friends of CAA,Friend,Current
3923,GPSP,Gift Planning Stewardship Program,Member,Current
3923,JLFJI,Jewish Law & Israel Studies Inst,Friend,Current
3923,LHSM,Lawrence Hall of Science Member,Member,Current
3923,LWRV,Law Reunion Volunteer,Volunteer,Former
3923,MA3,Cal Advocate,Advocate,Current
3923,MA9,*CAA Legislative Relations-Defunct,Member,Former
3923,MM3,Pacific Film Archive Mbrs & Friends,Member,Former
3923,OC1,Order of the Golden Bear,Member,Current
3923,OC2,Berkeley Fellows,Member,Current
3923,RC32,CAA Cal Spirit Alumni Club,Member,Current
3923,RD3,Haas Berk Real Estate Alumni Club (BREA),Member,Current
3923,UBIW,Benjamin Ide Wheeler Society,Member,Current
3923,UCFCP,Faculty Club Prospect,Member,Current
3923,UP3,*Cal Parents Program - Public Affairs,Member,Former
3923,X13,SF Museum of Modern Art Trustees,Board Member,Current
3923,X3,San Francisco Luncheon Club,Member,Current
3923,X6,San Francisco Grid Club,Member,Former
3923,X9,Bankers Club of San Francisco,Member,Current
3935,CAFCA,Friends of CAA,Friend,Current
3935,RCWF,CAA Wells Fargo Alumni Club,Member,Current
3942,CAFCA,Friends of CAA,Friend,Current
3972,ATFAT,Friends of Athletics,Friend,Current
3972,CAFCA,Friends of CAA,Friend,Current
3972,MA3,Cal Advocate,Advocate,Former
3972,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
3972,OC6,CAA Prytanean Alumnae,Member,Current
3972,RC32,CAA Cal Spirit Alumni Club,Member,Current
3972,RC77,CAA Contra Costa Cal Alumni Club,Member,Current
3978,ATFAT,Friends of Athletics,Friend,Current
3978,BAMFR,Followers of BAM/PFA,Member,Current
3978,CAFCA,Friends of CAA,Friend,Current
3978,MA3,Cal Advocate,Advocate,Current
3978,MI1,International House Affiliate,Affiliate,Current
3978,OC6,CAA Prytanean Alumnae,Member,Current
3978,RC00,CAA Tri-Valley Cal Alumni Club,Member,Current
3978,RC16,CAA BER Student Cooperative Alumni Assoc,Member,Former
3978,RC32,CAA Cal Spirit Alumni Club,Member,Current
3978,RC43,CAA UC Club of Santa Clara County,Member,Current
3978,RC43,CAA UC Club of Santa Clara County,Member,Former
3978,RC7,CAA South Bay Cal Alumni Club,Member,Former
3978,URCR,@Cal Registrant,Member,Current
4039,ATFAT,Friends of Athletics,Friend,Current
4039,BLDR,Builders of Berkeley,Couple,Current
4039,GPSP,Gift Planning Stewardship Program,Member,Current
4039,MA3,Cal Advocate,Advocate,Current
4039,MB3,Big C Society,Member,Current
4039,MB7,Friends of Cal Golf,Member,Current
4039,MB8,Cal Men's Tennis Team Mbrs & Friend,Member,Current
4039,MUBW,Haas Benjamin Ide Wheeler Society Member,Member,Current
4039,S32,Orinda Country Club,Member,Current
4039,UBIW,Benjamin Ide Wheeler Society,Member,Current
4039,X6,San Francisco Grid Club,Member,Current
4043,ATFAT,Friends of Athletics,Friend,Current
4043,CAFCA,Friends of CAA,Friend,Current
4043,RC26,CAA Cal Alumni Club of Long Beach,Member,Current
4055,CAFCA,Friends of CAA,Friend,Current
4055,URCR,@Cal Registrant,Member,Current
4113,ATFAT,Friends of Athletics,Friend,Current
4113,CAFCA,Friends of CAA,Friend,Current
4113,MB10,CAA Pappy's Boys,Member,Current
4113,MB3,Big C Society,Member,Current
4118,ATFAT,Friends of Athletics,Friend,Current
4118,CAFCA,Friends of CAA,Friend,Current
4118,OC1,Order of the Golden Bear,Member,Current
4118,RC11,*CAA Alumni Club Officer,Officer,Former
4118,RC32,CAA Cal Spirit Alumni Club,Member,Current
4118,TLOLI,Osher Lifelong Learning Institute,Member,Former
4138,ATFAT,Friends of Athletics,Friend,Current
4138,CAFCA,Friends of CAA,Friend,Current
4138,RC92,CAA Cal Alumni Club of Sacramento,Member,Current
4152,CAFCA,Friends of CAA,Friend,Current
4152,X3,San Francisco Luncheon Club,Member,Current
4161,ATFAT,Friends of Athletics,Friend,Current
4161,CAFCA,Friends of CAA,Friend,Current
4161,MA3,Cal Advocate,Advocate,Former
4161,S16,Palo Alto Hills Golf & Country Club,Member,Current
4183,RC48,CAA Colorado Alumni,Member,Former
4292,CAFCA,Friends of CAA,Friend,Current
4298,ATFAT,Friends of Athletics,Friend,Current
4298,MA3,Cal Advocate,Advocate,Current
4298,MB3,Big C Society,Member,Current
4298,S32,Orinda Country Club,Member,Current
4298,URCR,@Cal Registrant,Member,Current
4298,V2,Junior League of Oakland/East Bay,Associate Member,Current
4298,X3,San Francisco Luncheon Club,Member,Current
4298,X6,San Francisco Grid Club,Member,Former
4306,NULL,NULL,NULL,NULL
4310,CAFCA,Friends of CAA,Friend,Current
4310,LWRV,Law Reunion Volunteer,Volunteer,Former
4310,MA3,Cal Advocate,Advocate,Current
4330,ATFAT,Friends of Athletics,Friend,Current
4330,CAFCA,Friends of CAA,Friend,Current
4330,MA17,TAAP/KASP Scholarship Interviewer,Volunteer,Former
4330,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
4330,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
4330,RC80,CAA Lamorinda Golden Bears,Member,Former
4330,UBIW,Benjamin Ide Wheeler Society,Member,Current
4330,UP3,*Cal Parents Program - Public Affairs,Member,Former
4360,CAFCA,Friends of CAA,Friend,Current
4360,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
4360,MA9,*CAA Legislative Relations-Defunct,Member,Former
4360,OC6,CAA Prytanean Alumnae,Member,Current
4360,RC64,CAA Berkeley-Oakland-Piedmont Alumni Clu,Member,Former
4360,UBIW,Benjamin Ide Wheeler Society,Member,Current
4408,CAFCA,Friends of CAA,Friend,Current
4408,TLOLI,Osher Lifelong Learning Institute,Member,Former
4425,ATFAT,Friends of Athletics,Friend,Current
4425,CAFCA,Friends of CAA,Friend,Current
4425,M2,CAA Lair of the Golden Bear Staff Alums,Member,Former
4425,MA12,CAA Lair of the Golden Bear Camper,Member,Current
4425,MA12,CAA Lair of the Golden Bear Camper,Member,Former
4425,MA20,*CAA Lair of the Bear Campaign Volunteer,Member,Current
4425,MA3,Cal Advocate,Advocate,Current
4425,MB3,Big C Society,Member,Current
4425,RC30,CAA Lair Staff Alumni Club,Member,Current
4425,RC80,CAA Lamorinda Golden Bears,Member,Current
4425,UMCB,UCB Class Banner Procession Participant,Member,Current
4425,UP3,*Cal Parents Program - Public Affairs,Member,Former
4425,X6,San Francisco Grid Club,Member,Current
4425,X6,San Francisco Grid Club,Member,Former
4444,CAFCA,Friends of CAA,Friend,Current
4444,URCR,@Cal Registrant,Member,Current
4454,CAFCA,Friends of CAA,Friend,Current
4454,CHEFR,Chemistry Free Radicals Era,Member,Current
4454,RD2,Chemistry Alumni Association,Member,Current
4504,ATFAT,Friends of Athletics,Friend,Current
4504,BLDR,Builders of Berkeley,Couple,Current
4504,MA9,*CAA Legislative Relations-Defunct,Member,Former
4504,MB3,Big C Society,Honorary Member,Current
4504,MB7,Friends of Cal Golf,Member,Current
4504,MPM1,Friends of Paleontology Museum,Friend,Current
4504,MS2,Friends of Haas Business School,Friend,Current
4504,OC2,Berkeley Fellows,Member,Current
4504,S17,Menlo Country Club,Member,Current
4504,S26,San Francisco Golf Club,Member,Current
4504,S45,Olympic Club,Member,Current
4504,SS01,Menlo Circus Club,Member,Current
4504,UBIW,Benjamin Ide Wheeler Society,Member,Current
4504,UO3,*UCBF Delegate,Designate,Former
4504,X3,San Francisco Luncheon Club,Member,Current
4504,X6,San Francisco Grid Club,Director,Former
4504,X6,San Francisco Grid Club,Member,Current
4504,X6,San Francisco Grid Club,Member,Former
4504,X8,Bohemian Club,Member,Current
4504,X9,Bankers Club of San Francisco,Member,Current
4511,NULL,NULL,NULL,NULL
4534,CAFCA,Friends of CAA,Friend,Current
4534,CHEFR,Chemistry Free Radicals Era,Member,Current
4547,MA3,Cal Advocate,Advocate,Current
4547,OC1,Order of the Golden Bear,Member,Current
4548,CAFCA,Friends of CAA,Friend,Current
4548,GPSP,Gift Planning Stewardship Program,Member,Current
