entity_id,affil_code,affil_code_desc,affil_level_code_desc,affil_status_desc
209824,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
209824,MA6,CAA Mentorship Program,Mentor,Former
209824,RC1,CAA Pilipino American Alumni Chapter,Member,Current
209824,RC1,CAA Pilipino American Alumni Chapter,Officer,Current
209824,RC11,*CAA Alumni Club Officer,Member,Former
209824,RC33,CAA Daily Cal Alumni,Member,Current
209824,RC6,CAA Chinese Chapter,Member,Current
209824,RC9,*CAA Club Presidents,Past President,Former
209824,URCR,@Cal Registrant,Member,Current
209909,NULL,NULL,NULL,NULL
209979,CAFCA,Friends of CAA,Friend,Current
209979,TLOLI,Osher Lifelong Learning Institute,Member,Current
210034,CAFCA,Friends of CAA,Friend,Current
210034,MA3,Cal Advocate,Advocate,Former
210068,CAFCA,Friends of CAA,Friend,Current
210068,URCR,@Cal Registrant,Member,Current
210085,CAFCA,Friends of CAA,Friend,Current
210085,CHECU,Chemistry Cupola Era,Member,Current
210085,MA3,Cal Advocate,Advocate,Current
210085,RD2,Chemistry Alumni Association,Member,Current
210085,URCR,@Cal Registrant,Member,Current
210311,CAFPC,CAA Friends of Pinecrest,Friend,Current
210340,ATFAT,Friends of Athletics,Friend,Current
210340,CAFCA,Friends of CAA,Friend,Current
210340,MA3,Cal Advocate,Advocate,Current
210340,MB3,Big C Society,Member,Current
210367,CAFCA,Friends of CAA,Friend,Current
210367,RC48,CAA Colorado Alumni,Member,Former
210537,CAFCA,Friends of CAA,Friend,Current
210537,URCR,@Cal Registrant,Member,Current
210715,CAFCA,Friends of CAA,Friend,Current
210715,MA3,Cal Advocate,Advocate,Current
210715,MUA3,Student Affairs Career Ctr Externship Sp,Member,Current
210715,OC1,Order of the Golden Bear,Member,Current
210715,URCR,@Cal Registrant,Member,Current
210753,CAFCA,Friends of CAA,Friend,Current
210753,UP3,*Cal Parents Program - Public Affairs,Member,Former
211268,RC1,CAA Pilipino American Alumni Chapter,Member,Former
211331,CHEFR,Chemistry Free Radicals Era,Member,Current
211341,CAFCA,Friends of CAA,Friend,Current
211341,MA3,Cal Advocate,Advocate,Current
211341,MN7,California Alumni Foresters,Member,Former
211376,CAFCA,Friends of CAA,Friend,Current
211376,MA3,Cal Advocate,Advocate,Current
211376,RC18,CAA Cal Alumni Los Angeles Chapter,Member,Former
211377,MA3,Cal Advocate,Advocate,Current
211377,RC47,CAA Cal Alumni Club of Phoenix,Member,Former
211377,URCR,@Cal Registrant,Member,Current
211427,BAMFR,Followers of BAM/PFA,Member,Current
211427,LBFUL,Friends of the University Libraries,Friend,Current
211427,MC2,Cal Performances Patrons,Patron,Former
211427,TLOLI,Osher Lifelong Learning Institute,Member,Former
211427,UBIW,Benjamin Ide Wheeler Society,Member,Current
211479,CAFCA,Friends of CAA,Friend,Current
211479,MA3,Cal Advocate,Advocate,Current
211523,URCR,@Cal Registrant,Member,Current
211715,ATFAT,Friends of Athletics,Friend,Current
211715,CAFCA,Friends of CAA,Friend,Current
211715,JLFJI,Jewish Law & Israel Studies Inst,Friend,Current
211715,ML2,Magnes Collection Constituent,Patron,Current
211715,RC32,CAA Cal Spirit Alumni Club,Member,Current
211715,RC64,CAA Berkeley-Oakland-Piedmont Alumni Clu,Member,Current
211715,X2,SF Area Charitable Campaign,Patron,Current
211716,ATFAT,Friends of Athletics,Friend,Current
211716,MA3,Cal Advocate,Advocate,Current
211716,ML2,Magnes Collection Constituent,Member,Current
211716,OC6,CAA Prytanean Alumnae,Member,Current
211716,RC32,CAA Cal Spirit Alumni Club,Member,Current
211716,RC64,CAA Berkeley-Oakland-Piedmont Alumni Clu,Member,Current
211716,TLOLI,Osher Lifelong Learning Institute,Member,Current
211716,X2,SF Area Charitable Campaign,Patron,Current
211986,CAFCA,Friends of CAA,Friend,Current
212107,CAFCA,Friends of CAA,Friend,Current
212107,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Current
212143,CAFCA,Friends of CAA,Friend,Current
212170,CAFCA,Friends of CAA,Friend,Current
212170,V1,San Francisco Chamber of Commerce,Member,Current
212192,CAFCA,Friends of CAA,Friend,Current
212239,CAFCA,Friends of CAA,Friend,Current
212239,CAFPC,CAA Friends of Pinecrest,Member,Current
212239,MA12,CAA Lair of the Golden Bear Camper,Member,Current
212239,TLOLI,Osher Lifelong Learning Institute,Member,Former
212280,ATFAT,Friends of Athletics,Friend,Current
212326,CAFCA,Friends of CAA,Friend,Current
212326,RC47,CAA Cal Alumni Club of Phoenix,Member,Former
212334,HCSEA,Haas Alumni Chapter Seattle,Member,Current
212334,MA3,Cal Advocate,Advocate,Current
212422,CAFCA,Friends of CAA,Friend,Current
212422,MA12,CAA Lair of the Golden Bear Camper,Member,Former
212422,MA3,Cal Advocate,Advocate,Current
212445,ATFAT,Friends of Athletics,Friend,Current
212445,CAFOS,CAA Friends of Scholarships,Member,Current
212445,MA17,TAAP/KASP Scholarship Interviewer,Prospective Volunteer,Current
212445,MA18,CAA Alumni Leadership Scholarship Interv,Prospective Volunteer,Current
212445,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
212445,MA3,Cal Advocate,Advocate,Current
212445,MA30,TAAP/KASP Scholarship Reader,Prospective Volunteer,Current
212445,MA30,TAAP/KASP Scholarship Reader,Volunteer,Former
212445,MA31,CAA Leadership Scholarship Reader,Prospective Volunteer,Current
212445,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
212445,RC41,CAA Cal Singles,Member,Current
212445,RC65,CAA Cal Alumni Club of Rossmoor,Member,Current
212445,RC70,CAA Marin County Alumni Club,Member,Current
212445,UBIW,Benjamin Ide Wheeler Society,Member,Current
212567,MA3,Cal Advocate,Advocate,Current
212567,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
212567,URCR,@Cal Registrant,Member,Current
212584,CAFCA,Friends of CAA,Friend,Current
212842,BAMFR,Followers of BAM/PFA,Member,Current
212842,TLOLI,Osher Lifelong Learning Institute,Member,Former
212921,CAFCA,Friends of CAA,Friend,Current
212921,RC92,CAA Cal Alumni Club of Sacramento,Member,Current
212949,URCR,@Cal Registrant,Member,Current
212983,NULL,NULL,NULL,NULL
213057,CLEE,"Center for Law, Energy & Environment",Affiliate,Current
213057,LWRV,Law Reunion Volunteer,Volunteer,Former
213111,CAFCA,Friends of CAA,Friend,Current
213164,CAFCA,Friends of CAA,Friend,Current
213164,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
213164,RC71,CAA Cal Alumni Club of Tulare/Kings Coun,Member,Current
213164,RC96,CAA Berkeley Environment Alumni Network,Member,Current
213528,ATFAT,Friends of Athletics,Friend,Current
213528,CAFCA,Friends of CAA,Friend,Current
213528,ML2,Magnes Collection Constituent,Patron,Current
213528,UBIW,Benjamin Ide Wheeler Society,Member,Current
213747,NULL,NULL,NULL,NULL
213885,CACSP,CAA The Berkeley Network,Member,Current
213885,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
213885,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
213885,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Current
213909,CAFCA,Friends of CAA,Friend,Current
213909,MA3,Cal Advocate,Advocate,Current
213909,MUFMU,Friends of Music,Friend,Current
213936,NULL,NULL,NULL,NULL
214011,ATFAT,Friends of Athletics,Friend,Current
214011,MA3,Cal Advocate,Advocate,Current
214011,MA30,TAAP/KASP Scholarship Reader,Volunteer,Former
214011,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
214011,MVWS,Wurster Society Members,Member,Former
214011,OC1,Order of the Golden Bear,Member,Current
214011,RC64,CAA Berkeley-Oakland-Piedmont Alumni Clu,Member,Current
214011,UP3,*Cal Parents Program - Public Affairs,Member,Former
214011,URCR,@Cal Registrant,Member,Current
214153,NULL,NULL,NULL,NULL
214239,MA3,Cal Advocate,Advocate,Current
214305,CAFCA,Friends of CAA,Friend,Current
214305,MA3,Cal Advocate,Advocate,Current
214526,CAFCA,Friends of CAA,Friend,Current
214526,JLFJI,Jewish Law & Israel Studies Inst,Friend,Current
214526,MA3,Cal Advocate,Advocate,Current
214526,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
214526,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
214526,RC18,CAA Cal Alumni Los Angeles Chapter,Member,Former
214526,UBIW,Benjamin Ide Wheeler Society,Member,Current
214576,MN7,California Alumni Foresters,Member,Current
214576,MN7,California Alumni Foresters,Member,Former
214674,CAFCA,Friends of CAA,Friend,Current
214674,MA3,Cal Advocate,Advocate,Current
214674,TLOLI,Osher Lifelong Learning Institute,Member,Current
214681,RC22,CAA Bend Oregon Alumni Club,Member,Current
214859,CAFCA,Friends of CAA,Friend,Current
214859,MA3,Cal Advocate,Advocate,Current
214859,RC37,CAA Cal Alumni Club of New England,Member,Former
214859,URCR,@Cal Registrant,Member,Current
214931,BCLB,Berkeley Center for Law & Business,Friend,Current
214971,CAFCA,Friends of CAA,Friend,Current
215072,CAFCA,Friends of CAA,Friend,Current
215072,URCR,@Cal Registrant,Member,Current
215086,NULL,NULL,NULL,NULL
215111,NULL,NULL,NULL,NULL
215159,CAFCA,Friends of CAA,Friend,Current
215159,MA3,Cal Advocate,Advocate,Current
215159,OC1,Order of the Golden Bear,Member,Current
215159,RC24,*CAA Sonoma County Alumni Club,Member,Current
215181,ATFAT,Friends of Athletics,Friend,Current
215181,CAFCA,Friends of CAA,Friend,Current
215181,MB4,WIA C Society,Member,Current
215181,OC6,CAA Prytanean Alumnae,Member,Current
215280,CAFCA,Friends of CAA,Friend,Current
215280,MA3,Cal Advocate,Advocate,Current
215280,MN7,California Alumni Foresters,Member,Former
215280,RC81,CAA Northern C's,Member,Current
215400,CAFCA,Friends of CAA,Friend,Current
215400,MA3,Cal Advocate,Advocate,Current
215400,UBIW,Benjamin Ide Wheeler Society,Member,Current
215400,URCR,@Cal Registrant,Member,Current
215467,CAFCA,Friends of CAA,Friend,Current
215467,MN7,California Alumni Foresters,Member,Former
215476,CAFCA,Friends of CAA,Friend,Current
215476,URCR,@Cal Registrant,Member,Current
215575,CAFCA,Friends of CAA,Friend,Current
215855,ATFAT,Friends of Athletics,Friend,Current
215855,CAFCA,Friends of CAA,Friend,Current
215855,MA3,Cal Advocate,Advocate,Current
215855,URCR,@Cal Registrant,Member,Current
216026,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
216038,CAFCA,Friends of CAA,Friend,Current
216038,MA3,Cal Advocate,Advocate,Current
216038,URCR,@Cal Registrant,Member,Current
216049,ATFAT,Friends of Athletics,Friend,Current
216049,CAFCA,Friends of CAA,Friend,Current
216049,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
216049,MA3,Cal Advocate,Advocate,Current
216049,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
216049,OC3,Stiles Hall Affiliate,Member,Current
216049,RC65,CAA Cal Alumni Club of Rossmoor,Member,Current
216049,RC80,CAA Lamorinda Golden Bears,Member,Current
216049,RC80,CAA Lamorinda Golden Bears,Member,Former
216212,NULL,NULL,NULL,NULL
216378,NULL,NULL,NULL,NULL
216514,CAFCA,Friends of CAA,Friend,Current
216514,MA3,Cal Advocate,Advocate,Current
216540,ATFAT,Friends of Athletics,Friend,Current
216540,CAFCA,Friends of CAA,Friend,Current
216540,RC22,CAA Bend Oregon Alumni Club,Member,Current
216570,CAFCA,Friends of CAA,Friend,Current
216570,MA3,Cal Advocate,Advocate,Current
216594,CAFCA,Friends of CAA,Friend,Current
216647,CAFCA,Friends of CAA,Friend,Current
216647,TLOLI,Osher Lifelong Learning Institute,Member,Former
216647,UBIW,Benjamin Ide Wheeler Society,Member,Current
216664,ATFAT,Friends of Athletics,Friend,Current
216664,CAFCA,Friends of CAA,Friend,Current
216664,MA12,CAA Lair of the Golden Bear Camper,Member,Former
216665,CAFCA,Friends of CAA,Friend,Current
216665,CAFPC,CAA Friends of Pinecrest,Member,Current
216665,MA12,CAA Lair of the Golden Bear Camper,Member,Former
216665,URCR,@Cal Registrant,Member,Current
217050,CAFCA,Friends of CAA,Friend,Current
217051,CAFCA,Friends of CAA,Friend,Current
217065,CAFCA,Friends of CAA,Friend,Current
217065,URCR,@Cal Registrant,Member,Current
217087,NULL,NULL,NULL,NULL
217155,NULL,NULL,NULL,NULL
217439,CAFCA,Friends of CAA,Friend,Current
217489,NULL,NULL,NULL,NULL
217497,BCLB,Berkeley Center for Law & Business,Friend,Current
217497,CAFCA,Friends of CAA,Friend,Current
217497,MA3,Cal Advocate,Advocate,Current
217497,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Current
217497,RC75,CAA Central Coast Cal Alumni Chapter,Member,Current
217497,RC75,CAA Central Coast Cal Alumni Chapter,Officer,Current
217497,URCR,@Cal Registrant,Member,Current
217636,CAFCA,Friends of CAA,Friend,Current
217657,CAFCA,Friends of CAA,Friend,Current
217741,ATFAT,Friends of Athletics,Friend,Current
217741,CAFCA,Friends of CAA,Friend,Current
217741,MA3,Cal Advocate,Advocate,Current
217743,ATFAT,Friends of Athletics,Friend,Current
217743,CAFCA,Friends of CAA,Friend,Current
217754,NULL,NULL,NULL,NULL
217806,CHECU,Chemistry Cupola Era,Member,Current
217855,CAFCA,Friends of CAA,Friend,Current
217855,MN7,California Alumni Foresters,Member,Former
217862,BAMFR,Followers of BAM/PFA,Member,Current
217862,CAFCA,Friends of CAA,Friend,Current
217862,ML2,Magnes Collection Constituent,Friend,Current
217943,CAFCA,Friends of CAA,Friend,Current
217943,MA3,Cal Advocate,Advocate,Current
218170,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
218170,MA3,Cal Advocate,Advocate,Current
218170,RD1,CAA Art Alumni Group,Member,Current
218179,ATFAT,Friends of Athletics,Friend,Current
218179,CAFCA,Friends of CAA,Friend,Current
218179,MA3,Cal Advocate,Advocate,Current
218179,UCFCP,Faculty Club Prospect,Member,Current
218179,URCR,@Cal Registrant,Member,Current
218184,CAFCA,Friends of CAA,Friend,Current
218242,BAMFR,Followers of BAM/PFA,Member,Current
218242,CAFCA,Friends of CAA,Friend,Current
218242,TLOLI,Osher Lifelong Learning Institute,Member,Current
218242,V1,San Francisco Chamber of Commerce,Member,Current
218243,CAFCA,Friends of CAA,Friend,Current
218243,OC3,Stiles Hall Affiliate,Member,Current
218243,OC6,CAA Prytanean Alumnae,Member,Current
218243,RC33,CAA Daily Cal Alumni,Member,Current
218243,RC70,CAA Marin County Alumni Club,Member,Current
218243,X11,Daily Cal Staff Alumni,Staff,Current
218257,CAFCA,Friends of CAA,Friend,Current
218257,CHECU,Chemistry Cupola Era,Member,Current
218257,MA3,Cal Advocate,Advocate,Current
218257,RD2,Chemistry Alumni Association,Member,Current
218257,UBIW,Benjamin Ide Wheeler Society,Member,Current
218299,ATFAT,Friends of Athletics,Friend,Current
218299,CAFCA,Friends of CAA,Friend,Current
218317,MUFMU,Friends of Music,Friend,Current
218317,URCR,@Cal Registrant,Member,Current
218636,ATFAT,Friends of Athletics,Friend,Current
218636,CAFCA,Friends of CAA,Friend,Current
218636,MA17,TAAP/KASP Scholarship Interviewer,Volunteer,Former
218636,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
218636,MA30,TAAP/KASP Scholarship Reader,Volunteer,Former
218636,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
218636,RC00,CAA Tri-Valley Cal Alumni Club,Member,Current
218636,RC25,CAA Cal Alumni Club of Hawaii,Member,Former
218636,TLOLI,Osher Lifelong Learning Institute,Member,Former
218833,ATFAT,Friends of Athletics,Friend,Current
218833,CAFCA,Friends of CAA,Friend,Current
218833,MA3,Cal Advocate,Advocate,Current
218833,MN7,California Alumni Foresters,Member,Current
218833,MN7,California Alumni Foresters,Member,Former
218864,CAFCA,Friends of CAA,Friend,Current
218864,RC59,"CAA Dallas/Ft Worth, Texas Alumni Club",Member,Current
218940,CAFCA,Friends of CAA,Friend,Current
218940,MA3,Cal Advocate,Advocate,Current
218940,MB9,Friends of Cal Soccer,Member,Current
219087,CAFCA,Friends of CAA,Friend,Current
219129,CAFCA,Friends of CAA,Friend,Current
219129,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
219129,MA30,TAAP/KASP Scholarship Reader,Volunteer,Former
219129,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
219129,RC11,*CAA Alumni Club Officer,Member,Former
219129,RC26,CAA Cal Alumni Club of Long Beach,Member,Current
219129,RC7,CAA South Bay Cal Alumni Club,Member,Current
219129,RC7,CAA South Bay Cal Alumni Club,Officer,Current
219163,CAFCA,Friends of CAA,Friend,Current
219192,ATFAT,Friends of Athletics,Friend,Current
219192,CAFCA,Friends of CAA,Friend,Current
219192,MA3,Cal Advocate,Advocate,Current
219192,URCR,@Cal Registrant,Member,Current
219200,NULL,NULL,NULL,NULL
219281,ATFAT,Friends of Athletics,Friend,Current
219281,CAFCA,Friends of CAA,Friend,Current
219281,MA6,CAA Mentorship Program,Volunteer,Former
219339,NULL,NULL,NULL,NULL
219477,CAFCA,Friends of CAA,Friend,Current
219477,MA3,Cal Advocate,Advocate,Current
219477,URCR,@Cal Registrant,Member,Current
219519,ATFAT,Friends of Athletics,Friend,Current
219519,MB3,Big C Society,Member,Current
219691,CAFPC,CAA Friends of Pinecrest,Member,Current
219703,ATFAT,Friends of Athletics,Friend,Current
219703,CAFCA,Friends of CAA,Friend,Current
219724,MA3,Cal Advocate,Advocate,Current
219750,CAFCA,Friends of CAA,Friend,Current
219789,CAFCA,Friends of CAA,Friend,Current
219789,MA12,CAA Lair of the Golden Bear Camper,Member,Former
219789,SWFSW,Friends of Social Welfare,Friend,Current
219850,MA12,CAA Lair of the Golden Bear Camper,Member,Former
219850,RC70,CAA Marin County Alumni Club,Member,Current
219850,RD1,CAA Art Alumni Group,Member,Current
219917,CAFCA,Friends of CAA,Friend,Current
219917,MA3,Cal Advocate,Advocate,Former
219917,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Current
219917,RC75,CAA Central Coast Cal Alumni Chapter,Member,Current
219917,RC75,CAA Central Coast Cal Alumni Chapter,Officer,Current
219975,CAFCA,Friends of CAA,Friend,Current
219975,URCR,@Cal Registrant,Member,Current
220181,CAFCA,Friends of CAA,Friend,Current
220333,ATFAT,Friends of Athletics,Friend,Current
220333,CAFCA,Friends of CAA,Friend,Current
220333,MA12,CAA Lair of the Golden Bear Camper,Member,Former
220333,MA3,Cal Advocate,Advocate,Current
220333,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
220333,MU1,*Haas Cal Business Alumni Member,Member,Former
220339,NULL,NULL,NULL,NULL
220666,ATFAT,Friends of Athletics,Friend,Current
220666,CAFCA,Friends of CAA,Friend,Current
220666,RC35,CAA Cal Band Alumni Association,Member,Current
220704,ATFAT,Friends of Athletics,Friend,Current
220704,CAFCA,Friends of CAA,Friend,Current
220751,ATFAT,Friends of Athletics,Friend,Current
220751,BCLB,Berkeley Center for Law & Business,Friend,Current
220751,CAFCA,Friends of CAA,Friend,Current
220751,MB3,Big C Society,Member,Current
220792,CAFCA,Friends of CAA,Friend,Current
220792,URCR,@Cal Registrant,Member,Current
220861,ATFAT,Friends of Athletics,Friend,Current
220861,CAFCA,Friends of CAA,Friend,Current
220861,CAFPC,CAA Friends of Pinecrest,Member,Current
220861,MA12,CAA Lair of the Golden Bear Camper,Member,Current
220861,MA12,CAA Lair of the Golden Bear Camper,Member,Former
220898,CAFCA,Friends of CAA,Friend,Current
220898,GPSP,Gift Planning Stewardship Program,Member,Anonymous
220898,UBIW,Benjamin Ide Wheeler Society,Member,Anonymous
220911,RC7,CAA South Bay Cal Alumni Club,Member,Former
220917,CAFCA,Friends of CAA,Friend,Current
220917,MA3,Cal Advocate,Advocate,Former
220922,CAFCA,Friends of CAA,Friend,Current
220922,MI1,International House Affiliate,Spouse,Current
220933,CAFCA,Friends of CAA,Friend,Current
220949,CAFCA,Friends of CAA,Friend,Current
220949,MA12,CAA Lair of the Golden Bear Camper,Member,Former
220949,RC7,CAA South Bay Cal Alumni Club,Member,Current
220949,UBIW,Benjamin Ide Wheeler Society,Member,Current
220965,CAFOS,CAA Friends of Scholarships,Member,Current
220965,MA3,Cal Advocate,Advocate,Current
220965,MA30,TAAP/KASP Scholarship Reader,Prospective Volunteer,Current
220965,MA31,CAA Leadership Scholarship Reader,Prospective Volunteer,Current
220965,URCR,@Cal Registrant,Member,Current
220993,NULL,NULL,NULL,NULL
221010,CAFCA,Friends of CAA,Friend,Current
221010,GPSP,Gift Planning Stewardship Program,Member,Current
221010,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
221010,MVWS,Wurster Society Members,Member,Former
221010,RC37,CAA Cal Alumni Club of New England,Member,Former
221010,UBIW,Benjamin Ide Wheeler Society,Member,Current
221010,URCR,@Cal Registrant,Member,Current
221109,CAFCA,Friends of CAA,Member,Current
221109,RCAS,CAA Alumni Scholars Alumni Club,Member,Current
221111,CAFCA,Friends of CAA,Friend,Current
221111,RC92,CAA Cal Alumni Club of Sacramento,Member,Current
221118,CAFCA,Friends of CAA,Friend,Current
221121,NULL,NULL,NULL,NULL
221149,X3,San Francisco Luncheon Club,Member,Current
221187,NULL,NULL,NULL,NULL
221198,ATFAT,Friends of Athletics,Friend,Current
221198,CAFCA,Friends of CAA,Friend,Current
221198,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
221198,MA3,Cal Advocate,Advocate,Current
221198,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
221198,OC1,Order of the Golden Bear,Member,Current
221198,RC00,CAA Tri-Valley Cal Alumni Club,Member,Current
221198,RC32,CAA Cal Spirit Alumni Club,Member,Current
221198,URCR,@Cal Registrant,Member,Current
221234,CAFCA,Friends of CAA,Friend,Current
221234,MA3,Cal Advocate,Advocate,Current
221263,BCLB,Berkeley Center for Law & Business,Friend,Current
221267,CAFCA,Friends of CAA,Friend,Current
221267,MA3,Cal Advocate,Advocate,Current
221267,URCR,@Cal Registrant,Member,Current
221271,ATFAT,Friends of Athletics,Friend,Current
221297,BCLB,Berkeley Center for Law & Business,Friend,Current
221297,CLEE,"Center for Law, Energy & Environment",Affiliate,Current
221297,GPDA,Gift Planning Donor Advisor,Member,Current
221297,MA3,Cal Advocate,Advocate,Current
221305,CAFCA,Friends of CAA,Friend,Current
221305,CHEFR,Chemistry Free Radicals Era,Member,Current
221305,RD2,Chemistry Alumni Association,Member,Current
221306,CAFCA,Friends of CAA,Friend,Current
221306,CHEFR,Chemistry Free Radicals Era,Member,Current
221306,URCR,@Cal Registrant,Member,Current
221341,MA17,TAAP/KASP Scholarship Interviewer,Volunteer,Former
221341,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
221341,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
221404,CAFCA,Friends of CAA,Friend,Current
221404,JLFJI,Jewish Law & Israel Studies Inst,Friend,Current
221404,MA17,TAAP/KASP Scholarship Interviewer,Volunteer,Current
221404,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Current
221404,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
221404,MA3,Cal Advocate,Advocate,Current
221404,MA30,TAAP/KASP Scholarship Reader,Volunteer,Former
221404,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
221404,ML2,Magnes Collection Constituent,Friend,Current
221404,URCR,@Cal Registrant,Member,Current
221429,NULL,NULL,NULL,NULL
221458,CAFCA,Friends of CAA,Friend,Current
221462,OC3,Stiles Hall Affiliate,Member,Current
221475,NULL,NULL,NULL,NULL
221511,CAFCA,Friends of CAA,Friend,Current
221511,CAFOS,CAA Friends of Scholarships,Member,Current
221511,MA17,TAAP/KASP Scholarship Interviewer,Prospective Volunteer,Current
221511,MA18,CAA Alumni Leadership Scholarship Interv,Prospective Volunteer,Current
221511,MA30,TAAP/KASP Scholarship Reader,Prospective Volunteer,Current
221511,MA31,CAA Leadership Scholarship Reader,Prospective Volunteer,Current
221511,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Current
221511,OC6,CAA Prytanean Alumnae,Member,Current
221511,RC41,CAA Cal Singles,Member,Current
221511,RC64,CAA Berkeley-Oakland-Piedmont Alumni Clu,Member,Current
221528,NULL,NULL,NULL,NULL
221540,CAFCA,Friends of CAA,Friend,Current
221540,MA3,Cal Advocate,Advocate,Current
221540,RC33,CAA Daily Cal Alumni,Member,Current
221540,URCR,@Cal Registrant,Member,Current
221540,X11,Daily Cal Staff Alumni,Staff,Current
221575,ATFAT,Friends of Athletics,Friend,Current
221575,CAFCA,Friends of CAA,Friend,Current
221575,LWFLS,Friends of Law School,Friend,Current
221575,MA12,CAA Lair of the Golden Bear Camper,Member,Former
221575,MB3,Big C Society,Member,Current
221575,RC22,CAA Bend Oregon Alumni Club,Member,Current
221598,BAMFR,Followers of BAM/PFA,Member,Current
221598,CAFCA,Friends of CAA,Friend,Current
221598,MU1,*Haas Cal Business Alumni Member,Member,Former
221598,UBIW,Benjamin Ide Wheeler Society,Member,Current
221602,CAFCA,Friends of CAA,Friend,Current
221602,RC19,CAA Cal Alumni Club of Puget Sound,Member,Current
221644,CAFCA,Friends of CAA,Friend,Current
221660,CAFCA,Friends of CAA,Friend,Current
221696,CAFCA,Friends of CAA,Friend,Current
221696,LWFLS,Friends of Law School,Friend,Current
221703,RD1,CAA Art Alumni Group,Member,Current
221706,BAMFR,Followers of BAM/PFA,Member,Current
221706,CAFCA,Friends of CAA,Friend,Current
221706,MA3,Cal Advocate,Advocate,Current
221706,MHM1,Hearst Museum of Anthropology Members,Member,Current
221706,RD1,CAA Art Alumni Group,Member,Current
221706,UBIW,Benjamin Ide Wheeler Society,Member,Current
221714,CAFCA,Friends of CAA,Friend,Current
221714,RC17,*CAA North San Diego County Alum Club-De,Member,Former
221714,RC23,CAA UC Alumni Club of San Diego,Member,Former
221729,CAFCA,Friends of CAA,Friend,Current
221729,MA3,Cal Advocate,Advocate,Current
221729,RC45,CAA Lake Tahoe Alumni Club,Member,Current
221729,URCR,@Cal Registrant,Member,Current
221731,MA3,Cal Advocate,Advocate,Current
221747,CAFCA,Friends of CAA,Friend,Current
221747,CHEFR,Chemistry Free Radicals Era,Member,Current
221747,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Current
221747,MA3,Cal Advocate,Advocate,Former
221747,RC11,*CAA Alumni Club Officer,Member,Former
221747,RC65,CAA Cal Alumni Club of Rossmoor,Board Member,Former
221747,RC65,CAA Cal Alumni Club of Rossmoor,Member,Current
221747,RC65,CAA Cal Alumni Club of Rossmoor,President,Current
221747,RC9,*CAA Club Presidents,President,Former
221772,NULL,NULL,NULL,NULL
221786,TLOLI,Osher Lifelong Learning Institute,Member,Current
221786,TLOLI,Osher Lifelong Learning Institute,Member,Former
221824,CAFCA,Friends of CAA,Friend,Current
221824,MA12,CAA Lair of the Golden Bear Camper,Member,Former
221824,UBIW,Benjamin Ide Wheeler Society,Member,Anonymous
221854,NULL,NULL,NULL,NULL
221890,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
221890,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Current
221890,RC55,CAA Cal Alumni Club of New York,Member,Former
221890,RD1,CAA Art Alumni Group,Member,Current
221890,URCR,@Cal Registrant,Member,Current
221920,CAFCA,Friends of CAA,Friend,Current
221920,RC78,CAA Cal Bears in the Desert,Member,Former
221981,CAFCA,Friends of CAA,Friend,Current
221981,MLS2,University Chorus,Member,Current
221981,URCR,@Cal Registrant,Member,Current
221986,CAFCA,Friends of CAA,Friend,Current
221986,CAFPC,CAA Friends of Pinecrest,Member,Current
222026,CAFCA,Friends of CAA,Friend,Current
222026,S30,Castlewood Country Club,Member,Current
222048,MA3,Cal Advocate,Advocate,Current
