entity_id,gift_club_code,gift_club_code_desc,gift_club_type_desc,gift_club_status_desc
2436,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
2463,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
2463,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
2463,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
2463,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
2520,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
2532,CBS,CAA Bancroft Society ($1000+),CAA Fund Society,Active
2532,CBS,CAA Bancroft Society ($1000+),CAA Fund Society,Historic
2532,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
2532,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
2532,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
2532,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
2532,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
2546,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
2546,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
2546,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
2546,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
2546,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Active
2546,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
2559,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
2559,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Active
2616,NULL,NULL,NULL,NULL
2642,NULL,NULL,NULL,NULL
2653,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
2653,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
2653,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
2653,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
2653,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
2653,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
2657,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
2685,NULL,NULL,NULL,NULL
2694,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
2705,NULL,NULL,NULL,NULL
2740,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
2740,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
2740,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Active
2740,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
2740,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
2740,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
2740,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
2748,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
2748,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
2748,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
2748,L50,Loyal Giving 50 or more Years,Berkeley Loyal,Active
2748,L50,Loyal Giving 50 or more Years,Berkeley Loyal,Historic
2758,NULL,NULL,NULL,NULL
2775,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
2775,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
2775,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
2791,NULL,NULL,NULL,NULL
2810,NULL,NULL,NULL,NULL
2820,NULL,NULL,NULL,NULL
2842,NULL,NULL,NULL,NULL
2899,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
2899,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
2899,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
2911,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
2917,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
2917,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
2932,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
3025,NULL,NULL,NULL,NULL
3050,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
3050,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
3050,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
3050,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
3050,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Active
3050,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
3059,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
3059,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
3059,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
3059,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
3069,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
3069,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
3069,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
3069,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
3113,NULL,NULL,NULL,NULL
3119,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
3119,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
3119,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
3119,L50,Loyal Giving 50 or more Years,Berkeley Loyal,Active
3119,L50,Loyal Giving 50 or more Years,Berkeley Loyal,Historic
3121,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Active
3151,NULL,NULL,NULL,NULL
3162,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
3162,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
3177,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
3177,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
3177,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
3177,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
3177,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
3186,NULL,NULL,NULL,NULL
3196,NULL,NULL,NULL,NULL
3233,NULL,NULL,NULL,NULL
3284,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
3284,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
3284,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
3284,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
3284,HLS,Haas Leadership Society,Haas Leadership Society,Historic
3284,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
3284,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
3327,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
3327,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
3327,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Active
3327,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
3344,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
3349,NULL,NULL,NULL,NULL
3365,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
3365,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
3383,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
3383,EDS,Engineering Dean's Society ($2500+),Engineering Giving Societies,Active
3383,ELD,Engineering High Lifetime Donor ($25K+),Engineering Giving Societies,Active
3383,ETK,Engineering $10K+ Donors ($10K+),Engineering Giving Societies,Active
3383,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
3386,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
3386,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
3386,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
3386,HL3,Haas Partners Club,Haas Leadership Society,Active
3386,HLS,Haas Leadership Society,Haas Leadership Society,Historic
3386,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
3386,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Active
3386,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
3452,NULL,NULL,NULL,NULL
3495,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
3495,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
3495,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
3495,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
3528,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
3528,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
3528,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
3528,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
3528,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
3528,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
3535,NULL,NULL,NULL,NULL
3541,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
3541,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Active
3541,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
3541,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
3541,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
3541,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
3546,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
3546,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Active
3546,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
3546,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
3546,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
3546,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
3569,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
3569,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
3569,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
3569,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
3569,HLS,Haas Leadership Society,Haas Leadership Society,Historic
3569,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
3569,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
3570,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
3570,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
3570,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
3603,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
3603,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
3603,HLS,Haas Leadership Society,Haas Leadership Society,Historic
3603,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
3603,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
3603,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
3627,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
3627,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
3627,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
3642,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
3678,ELD,Engineering High Lifetime Donor ($25K+),Engineering Giving Societies,Active
3678,ETK,Engineering $10K+ Donors ($10K+),Engineering Giving Societies,Active
3678,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
3678,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
3730,NULL,NULL,NULL,NULL
3734,NULL,NULL,NULL,NULL
3777,NULL,NULL,NULL,NULL
3785,NULL,NULL,NULL,NULL
3793,NULL,NULL,NULL,NULL
3798,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
3798,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
3798,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
3857,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
3857,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
3857,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
3857,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
3857,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
3857,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
3857,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
3923,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
3923,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Active
3923,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
3923,HL4,Dean's Innovators Circle,Haas Leadership Society,Active
3923,HLS,Haas Leadership Society,Haas Leadership Society,Historic
3923,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
3923,L50,Loyal Giving 50 or more Years,Berkeley Loyal,Active
3923,L50,Loyal Giving 50 or more Years,Berkeley Loyal,Historic
3935,NULL,NULL,NULL,NULL
3942,NULL,NULL,NULL,NULL
3972,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
3972,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
3972,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
3972,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
3972,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
3972,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
3978,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
3978,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
3978,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Active
3978,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
3978,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
3978,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
4039,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
4039,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
4039,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
4039,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Active
4039,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
4039,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
4039,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
4039,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
4043,NULL,NULL,NULL,NULL
4055,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
4055,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
4055,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
4055,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
4113,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
4113,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
4113,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Active
4113,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
4118,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
4118,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
4138,NULL,NULL,NULL,NULL
4152,NULL,NULL,NULL,NULL
4161,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
4161,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Active
4183,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
4183,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
4183,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
4183,ELD,Engineering High Lifetime Donor ($25K+),Engineering Giving Societies,Active
4183,ETK,Engineering $10K+ Donors ($10K+),Engineering Giving Societies,Active
4183,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
4183,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Active
4183,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
4292,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
4292,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
4292,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
4292,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
4292,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
4298,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
4298,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
4306,NULL,NULL,NULL,NULL
4310,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
4310,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
4330,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
4330,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
4330,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
4330,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
4330,HLS,Haas Leadership Society,Haas Leadership Society,Historic
4330,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
4330,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
4330,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
4360,NULL,NULL,NULL,NULL
4408,NULL,NULL,NULL,NULL
4425,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
4425,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
4425,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
4444,NULL,NULL,NULL,NULL
4454,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
4454,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
4454,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
4454,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
4454,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Active
4454,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
4504,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
4504,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
4511,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
4511,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
4511,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Active
4511,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
4534,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Active
4534,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
4547,NULL,NULL,NULL,NULL
4548,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
4548,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
4548,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
4581,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
4581,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
4581,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
4581,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Active
4581,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
4581,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Active
4581,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
4589,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
4589,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
4589,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
4589,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
4589,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
4589,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
4635,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
